Trader Address,type,modes,file_thumb_path,setup,tagname,file_path,performance,days_traded_long_only,date_updated,PNL,PNLMonth,sharpe_ratio_short_only,sharpe_ratio_normal,ACCValue,calmar_ratio_short_only,officialR,equilibrium,calmar_ratio_normal,days_traded_short_only,sharpe_ratio_long_only,rating,calmar_ratio_long_only,days_traded_normal,available,MaxACCValue,information_ratio_normal,downside_capture_ratio_normal,calmar_divergence_normal,trade_type_proportion_ratio,trade_type_proportion_ratio_duplicated_0,sharpe_ratio_long_only_duplicated_0,trade_type_proportion_ratiosharpe_ratio_long_only,gittins_index_normal,gittins_index_short_only,gittins_index_long_only
0x7d97544a5b4e43cf442b6952b313a68d35ef924b,hl,"[""normal""]",/root/minimalTesting/detailed_analysis/my_data/data/caches/renders/0x7d97544a5b4e43cf442b6952b313a68d35ef924b_hl_; PNL:1012747.679571_graph.jpeg,"[{""Trader Address"": ""0x7d97544a5b4e43cf442b6952b313a68d35ef924b"", ""tagname"": ""; PNL:1012747.679571"", ""type"": ""hl""}]",; PNL:1086446.073672,/root/minimalTesting/detailed_analysis/my_data/data/caches/renders/0x7d97544a5b4e43cf442b6952b313a68d35ef924b_hl_; PNL:1012747.679571.csv,0.0,3248476037.1790414,1753996798.5348752,1086446.073672,200732.155135,6.733228577305976,-0.8420869460345075,969889.003672,4.293711035377227,179.3916069,15327.968547732966,-0.47938572957693726,4678612644.732755,7.742568505674746,0.0,3.547561261666041,83229689628.15317,true,1720209.961403,-1.0092816805612497,-139.03506043400156,-2.8957649460256416,0.22723254115992636,,,,,,
0x94dac1facdc4afd2614c3119447187b4143bc449,hl,"[""normal""]",/root/minimalTesting/detailed_analysis/my_data/data/caches/renders/0x94dac1facdc4afd2614c3119447187b4143bc449_hl_; PNL:4371072.865716_graph.jpeg,"[{""Trader Address"": ""0x94dac1facdc4afd2614c3119447187b4143bc449"", ""tagname"": ""; PNL:4371072.865716"", ""type"": ""hl""}]",; PNL:4809194.931735,/root/minimalTesting/detailed_analysis/my_data/data/caches/renders/0x94dac1facdc4afd2614c3119447187b4143bc449_hl_; PNL:4371072.865716.csv,0.0,6992464600.787019,1753823020.6935968,4809194.931735,2610171.488467,-0.14597627469917268,-0.051964251745471,7280586.401735,-0.056100251338399736,12584.51509915,0.0,-1.0035941448208459,2506368427.478801,-0.8630569578717776,0.0,-0.38317545880469783,109386589662.31097,true,7610539.977667,1.6865595865354748,-1029.550169118854,-2.353612042334298,-0.11529756019999286,,,,,,
0xdf52df044f1b150dfa79590909cdac6ad83d59fc,hl,"[""normal""]",/root/minimalTesting/detailed_analysis/my_data/data/caches/renders/0xdf52df044f1b150dfa79590909cdac6ad83d59fc_hl_; PNL:610335.840374_graph.jpeg,"[{""Trader Address"": ""0xdf52df044f1b150dfa79590909cdac6ad83d59fc"", ""tagname"": ""; PNL:610335.840374"", ""type"": ""hl""}]",; PNL:670351.272813,/root/minimalTesting/detailed_analysis/my_data/data/caches/renders/0xdf52df044f1b150dfa79590909cdac6ad83d59fc_hl_; PNL:610335.840374.csv,0.0,8847040240.043104,1752394849.2256587,670351.272813,105335.32898,-8.131536916427526,-0.9259187974707106,9243.982813,-0.6309458213635127,63.19432283,0.0,-0.41152117070040806,7029698095.500931,9.226891687484644,0.0,2.674592908819403,82596956497.09225,true,1902109.628184,-1.863909716124398,-113.98202027374498,-2.627546504075256,0.2470746662686958,,,,,,
0x0d21f939c96a13ccb9cccbf2911545d009a2e34a,hl,"","","",; PNL:12005669.064042,"",0.0,0.0,1745350819.4421823,12005669.064042,1008514.903656,0.0,0.0,3362940.624042,0.0,109737.26269911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true,38280574.657782,,,,0.0,,,,,,
0x31dea2516beee92135b96f464eeec3cf292a13f2,hl,"[""normal""]",/root/minimalTesting/detailed_analysis/my_data/data/caches/renders/0x31dea2516beee92135b96f464eeec3cf292a13f2_hl_; PNL:4880958.251474_graph.jpeg,"[{""Trader Address"": ""0x31dea2516beee92135b96f464eeec3cf292a13f2"", ""tagname"": ""; PNL:4880958.251474"", ""type"": ""hl""}]",; PNL:4075133.831653,/root/minimalTesting/detailed_analysis/my_data/data/caches/renders/0x31dea2516beee92135b96f464eeec3cf292a13f2_hl_; PNL:4880958.251474.csv,0.0,6407209808.47341,1755107726.9130108,4075133.831653,123717.885636,-11.10588495688356,-1.4694463799214827,9546343.661653,-0.8524143550588507,543.61367468,0.0,-0.5627399395142886,3370388272.4810963,8.311568799526622,0.0,2.0641788690212786,93942570000.1283,true,10352168.081474,-3.00899739886362,-55.727751523872385,-4.581143258123523,0.35003204347297345,,,,,,
0x023a3d058020fb76cca98f01b3c48c8938a22355,hl,"[""normal""]",/root/minimalTesting/detailed_analysis/my_data/data/caches/renders/0x023a3d058020fb76cca98f01b3c48c8938a22355_hl_; PNL:33255649.427233_graph.jpeg,"[{""Trader Address"": ""0x023a3d058020fb76cca98f01b3c48c8938a22355"", ""tagname"": ""; PNL:33255649.427233"", ""type"": ""hl""}]",; PNL:33255649.427233,/root/minimalTesting/detailed_analysis/my_data/data/caches/renders/0x023a3d058020fb76cca98f01b3c48c8938a22355_hl_; PNL:33255649.427233.csv,5373956844898.518,7138124685.811258,1755741347.2387156,33255649.427233,-3383953.972256,-4.744883748865107,3.6829954234319535,15813752.047233,-0.5670143078655554,258.91470925,0.0,4.467129248506433,5859700653.961343,5.57536459435849,2476493924.9925327,1.3412896828055167,164899886092.55893,true,33819720.272825,-1.838241996029951,54.60140949464669,1.2767737435211846,0.9370331873812175,,,,4.137540877977408,,
0xafd9cfc5d4a4af11cc472379f48315ae21e9acd7,hl,"[""normal""]",/root/minimalTesting/detailed_analysis/my_data/data/caches/renders/0xafd9cfc5d4a4af11cc472379f48315ae21e9acd7_hl_; PNL:1445303.727428_graph.jpeg,"[{""Trader Address"": ""0xafd9cfc5d4a4af11cc472379f48315ae21e9acd7"", ""tagname"": ""; PNL:1445303.727428"", ""type"": ""hl""}]",; PNL:1445303.727428,/root/minimalTesting/detailed_analysis/my_data/data/caches/renders/0xafd9cfc5d4a4af11cc472379f48315ae21e9acd7_hl_; PNL:1445303.727428.csv,0.0,2349157716.077867,1755588708.4917135,1445303.727428,1052104.231994,0.8574330309935768,-0.16862730253365107,1088189.287428,0.3430983931865685,259044.36711166,0.0,-0.09451616912164613,5421734083.185488,-3.702420248649435,0.0,-0.6532609258355472,68510352437.77626,true,1561511.028197,-1.200814873371123,0.9598215626292431,-0.918130601183778,-0.28903448013349525,,,,,,
0x668cec05549105e5b05bcc779a43186735d7ea2e,hl,"[""normal""]",/root/minimalTesting/detailed_analysis/my_data/data/caches/renders/0x668cec05549105e5b05bcc779a43186735d7ea2e_hl_; PNL:2060397.909829_graph.jpeg,"[{""Trader Address"": ""0x668cec05549105e5b05bcc779a43186735d7ea2e"", ""tagname"": ""; PNL:2060397.909829"", ""type"": ""hl""}]",; PNL:2292082.710079,/root/minimalTesting/detailed_analysis/my_data/data/caches/renders/0x668cec05549105e5b05bcc779a43186735d7ea2e_hl_; PNL:2060397.909829.csv,0.0,2146374634.9544475,1753996057.6554198,2292082.710079,765622.942595,-5.814457886317462,-1.8018323618391414,2759069.230079,-0.8258400666339769,161668.60784787,0.0,-0.7289703475637713,16355107269.188816,4.012235088111721,0.0,1.228159070283849,44841095090.273125,true,2816829.506254,-2.717782143014214,-97.9523124387546,-4.748291019266367,-0.7675077319000919,,,,,,
0x064e89061ce80cb1b41a2d2963d48d2e8cabde4a,hl,"[""normal""]",/root/minimalTesting/detailed_analysis/my_data/data/caches/renders/0x064e89061ce80cb1b41a2d2963d48d2e8cabde4a_hl_; PNL:290404.466547_graph.jpeg,"[{""Trader Address"": ""0x064e89061ce80cb1b41a2d2963d48d2e8cabde4a"", ""tagname"": ""; PNL:290404.466547"", ""type"": ""hl""}]",; PNL:739821.497113,/root/minimalTesting/detailed_analysis/my_data/data/caches/renders/0x064e89061ce80cb1b41a2d2963d48d2e8cabde4a_hl_; PNL:290404.466547.csv,82823531979.99837,4696384600.40111,1753458077.08389,739821.497113,94278.692533,-6.195845361839363,0.28741088492145694,1269419.417113,-0.6917851779109363,699.01888423,0.0,0.1697416854115989,8286514800.9127035,7.302908680702658,162781634.34470826,2.9545553614585987,53915549481.438095,true,1665028.989281,-2.3093214577632732,-19.394109755691915,-2.8957130476946715,-0.8033351650144169,,,,,,
0x1f793d9f0368c1da329cb112212d81d521e7a9b8,hl,"[""normal""]",/root/minimalTesting/detailed_analysis/my_data/data/caches/renders/0x1f793d9f0368c1da329cb112212d81d521e7a9b8_hl_; PNL:6718987.962844_graph.jpeg,"[{""Trader Address"": ""0x1f793d9f0368c1da329cb112212d81d521e7a9b8"", ""tagname"": ""; PNL:6718987.962844"", ""type"": ""hl""}]",; PNL:6718987.962844,/root/minimalTesting/detailed_analysis/my_data/data/caches/renders/0x1f793d9f0368c1da329cb112212d81d521e7a9b8_hl_; PNL:6718987.962844.csv,7271469417287.635,0.0,1755725822.9178066,6718987.962844,2622222.822227,0.0,1.9472224809137961,0.222844,0.0,3914.64594899,0.0,2.1441898156692187,0.0,0.0,5268342792.2655325,0.0,175543827283.5312,true,4693934.606593,-0.7785637507989703,-12.825081254976329,0.37378185369091876,0.6472059675489155,,,,2.4623739960653115,,
0xdfc24b077bc1425ad1dea75bcb6f8158e10df303,hl,"","","",; PNL:72660412.37329,"",0.0,0.0,1745350819.7200787,72660412.37329,9980204.606985,0.0,0.0,429228545.72329,0.0,12590304.31004303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true,509474402.7683489,,,,0.0,,,,,,
0x349bd094209d50280dfaca12779576c748395c15,hl,"[""normal""]",/root/minimalTesting/detailed_analysis/my_data/data/caches/renders/0x349bd094209d50280dfaca12779576c748395c15_hl_; PNL:1954081.597947_graph.jpeg,"[{""Trader Address"": ""0x349bd094209d50280dfaca12779576c748395c15"", ""tagname"": ""; PNL:1954081.597947"", ""type"": ""hl""}]",; PNL:3461675.012657,/root/minimalTesting/detailed_analysis/my_data/data/caches/renders/0x349bd094209d50280dfaca12779576c748395c15_hl_; PNL:1954081.597947.csv,377537647422.6009,0.0,1752058901.3108954,3461675.012657,905100.527422,0.7703236740596103,0.11604629409542935,1919968.812657,0.4688593191822113,51071.53300196,0.0,0.12296791807550735,115831614609.57268,0.0,1110472900.0507486,0.0,126608058479.4774,true,2793661.781025,0.40306921397969786,-51.89757956527015,0.30112536587839656,0.0,,,,,,
0x79cc76364b5fb263a25bd52930e3d9788fcfeea8,hl,"[""normal""]",/root/minimalTesting/detailed_analysis/my_data/data/caches/renders/0x79cc76364b5fb263a25bd52930e3d9788fcfeea8_hl_; PNL:3440373.317685_graph.jpeg,"[{""Trader Address"": ""0x79cc76364b5fb263a25bd52930e3d9788fcfeea8"", ""tagname"": ""; PNL:3440373.317685"", ""type"": ""hl""}]",; PNL:3440373.317685,/root/minimalTesting/detailed_analysis/my_data/data/caches/renders/0x79cc76364b5fb263a25bd52930e3d9788fcfeea8_hl_; PNL:3440373.317685.csv,2807296941992.3286,18823423987.398445,1755721568.0287642,3440373.317685,485320.762291,-0.8219108335841154,2.5056094333180385,3188627.987685,-0.3075193602659381,540559.06880593,0.0,4.217429148245758,34935385.8527696,0.03499025113838855,7250542096.052215,0.022382926293033678,138400370547.8619,true,5881243.837773,-0.05884215812575195,31.61064953312839,3.058980184988507,-0.1757398205772139,,,,2.960154887863493,,
0x29eb62882a8bd104a64400a2971d0d6881777043,hl,"[""normal""]",/root/minimalTesting/detailed_analysis/my_data/data/caches/renders/0x29eb62882a8bd104a64400a2971d0d6881777043_hl_; PNL:5860338.926201_graph.jpeg,"[{""Trader Address"": ""0x29eb62882a8bd104a64400a2971d0d6881777043"", ""tagname"": ""; PNL:5860338.926201"", ""type"": ""hl""}]",; PNL:3281394.141787,/root/minimalTesting/detailed_analysis/my_data/data/caches/renders/0x29eb62882a8bd104a64400a2971d0d6881777043_hl_; PNL:5860338.926201.csv,0.0,8495482323.300604,1752383763.3526862,3281394.141787,-3448050.784947,-5.311213935382927,-0.9726572212987799,3696642.941787,-0.534131211755777,42.33870621,0.0,-0.44277143798870783,6227366645.078649,5.00348148023096,0.0,1.9724388194142477,82657167692.2154,true,4206398.856751,-1.5823732893198452,-150.63801258926412,-2.651748789702612,0.1872735925573997,,,,,,
0x38ed2ab635947aac0973a3659e3845fe7403d32b,hl,"[""normal""]",/root/minimalTesting/detailed_analysis/my_data/data/caches/renders/0x38ed2ab635947aac0973a3659e3845fe7403d32b_hl_; PNL:1104001.775329_graph.jpeg,"[{""Trader Address"": ""0x38ed2ab635947aac0973a3659e3845fe7403d32b"", ""tagname"": ""; PNL:1104001.775329"", ""type"": ""hl""}]",; PNL:-598461.732237,/root/minimalTesting/detailed_analysis/my_data/data/caches/renders/0x38ed2ab635947aac0973a3659e3845fe7403d32b_hl_; PNL:1104001.775329.csv,0.0,0.0,1751928670.5974603,-598461.732237,-1497475.77951,0.0,1.144818250685256,386948.257763,0.0,0.0,0.0,1.4645524771946017,0.0,0.0,0.0,0.0,411561149293.5057,true,1828953.117648,0.7053652813758149,-56.480500921862095,1.8570368209093475,0.0,,,,,,
0x27c9fa86c91b84ddfa15de58c482ff662498d65d,hl,"[""normal""]",/root/minimalTesting/detailed_analysis/my_data/data/caches/renders/0x27c9fa86c91b84ddfa15de58c482ff662498d65d_hl_; PNL:444957.453525_graph.jpeg,"[{""Trader Address"": ""0x27c9fa86c91b84ddfa15de58c482ff662498d65d"", ""tagname"": ""; PNL:444957.453525"", ""type"": ""hl""}]",; PNL:-886837.317007,/root/minimalTesting/detailed_analysis/my_data/data/caches/renders/0x27c9fa86c91b84ddfa15de58c482ff662498d65d_hl_; PNL:444957.453525.csv,0.0,3348459706.064126,1752598006.9088202,-886837.317007,-3713125.069271,-0.7711623173582679,3.692468819896774,2648436.782993,-0.16288604612729604,0.0,0.0,3.371918222209566,4735660096.510187,5.15384958741422,0.0,1.3552847818467617,69876561460.0932,true,4277940.956559,-2.1537261901867213,-8.485314487953382,1.1227867473159314,0.4849734542454486,,,,,,
0x8fc7c0442e582bca195978c5a4fdec2e7c5bb0f7,hl,"[""normal""]",/root/minimalTesting/detailed_analysis/my_data/data/caches/renders/0x8fc7c0442e582bca195978c5a4fdec2e7c5bb0f7_hl_; PNL:118604.586796_graph.jpeg,"[{""Trader Address"": ""0x8fc7c0442e582bca195978c5a4fdec2e7c5bb0f7"", ""tagname"": ""; PNL:118604.586796"", ""type"": ""hl""}]",; PNL:118604.586796,/root/minimalTesting/detailed_analysis/my_data/data/caches/renders/0x8fc7c0442e582bca195978c5a4fdec2e7c5bb0f7_hl_; PNL:118604.586796.csv,78007622580.09377,9499095715.885904,1755752939.9742472,118604.586796,-960637.901393,-2.8175001570578306,0.37603899278473363,137367.916796,-0.5095841315067311,0.3315009,0.0,0.22642352604056915,12325412736.757355,4.45915723938364,42120733.894442596,1.5068437832995145,127979071435.48772,true,1809007.513169,-1.588794826408545,-11.024403772921293,-2.111590936969728,0.8954833148258088,,,,0.8305844473301884,,
0xc7c87046d9e147b14cc773bf3f865febfb966ea4,hl,"[""normal""]",/root/minimalTesting/detailed_analysis/my_data/data/caches/renders/0xc7c87046d9e147b14cc773bf3f865febfb966ea4_hl_; PNL:1674763.866087_graph.jpeg,"[{""Trader Address"": ""0xc7c87046d9e147b14cc773bf3f865febfb966ea4"", ""tagname"": ""; PNL:1674763.866087"", ""type"": ""hl""}]",; PNL:-1359609.245431,/root/minimalTesting/detailed_analysis/my_data/data/caches/renders/0xc7c87046d9e147b14cc773bf3f865febfb966ea4_hl_; PNL:1674763.866087.csv,0.0,0.0,1751950176.0019555,-1359609.245431,-5475973.771392,-3.301692740413441,-3.2105049206606684,0.184569,-0.6382218208078406,0.0,0.0,-0.8375129538477097,14221364502.091677,0.0,0.0,0.0,19915325691.47417,true,10900313.197408,-3.5533278142522366,-23.25484659935612,-2.515945936899886,0.0,,,,,,
0x2639dc3ab1bc1eb232720be305ce83b57c14405b,hl,"[""normal""]",/root/minimalTesting/detailed_analysis/my_data/data/caches/renders/0x2639dc3ab1bc1eb232720be305ce83b57c14405b_hl_; PNL:1785063.122997_graph.jpeg,"[{""Trader Address"": ""0x2639dc3ab1bc1eb232720be305ce83b57c14405b"", ""tagname"": ""; PNL:1785063.122997"", ""type"": ""hl""}]",; PNL:1825218.205038,/root/minimalTesting/detailed_analysis/my_data/data/caches/renders/0x2639dc3ab1bc1eb232720be305ce83b57c14405b_hl_; PNL:1785063.122997.csv,0.0,1608350873.0768447,1754014687.5232563,1825218.205038,-352099.650932,-3.2494613984548333,-1.2485905437415337,677506.145038,-0.5657031188743374,102.82165576,0.0,-0.5419410849880852,11289897359.70172,2.0008610528324087,0.0,0.9660328574665267,80801258730.00957,true,2163495.888512,-2.641733337956235,-15.434802020042035,-3.377880999849025,0.8809700134085583,,,,,,
0x2ed8e7d874453b1136d54d84022200ec48172116,hl,"[""normal""]",/root/minimalTesting/detailed_analysis/my_data/data/caches/renders/0x2ed8e7d874453b1136d54d84022200ec48172116_hl_; PNL:12167212.856185_graph.jpeg,"[{""Trader Address"": ""0x2ed8e7d874453b1136d54d84022200ec48172116"", ""tagname"": ""; PNL:12167212.856185"", ""type"": ""hl""}]",; PNL:12167212.856185,/root/minimalTesting/detailed_analysis/my_data/data/caches/renders/0x2ed8e7d874453b1136d54d84022200ec48172116_hl_; PNL:12167212.856185.csv,0.0,22822142251.866943,1755412949.947629,12167212.856185,1952753.096702,-1.2083496350702077,-1.9705199358272456,4813033.506185,-0.23567905844461812,34446.71489548,0.0,-0.7754258936950287,16507141349.868645,2.400716143205529,0.0,1.013686638894509,87648699469.57883,true,5089467.138725,-2.419177425211007,-47.554636610077914,-3.416471067266282,-0.8145804167338905,,,,,,
