Trader Address,perpDay_Sharpe,perpDay_Calmar,perpDay_PNL,perpDay_length,perpWeek_Sharpe,perpWeek_Calmar,perpWeek_PNL,perpWeek_length,perpMonth_Sharpe,perpMonth_Calmar,perpMonth_PNL,perpMonth_length,perpAllTime_Sharpe,perpAllTime_Calmar,perpAllTime_PNL,perpAllTime_length,day_Sharpe,day_Calmar,day_PNL,day_length,week_Sharpe,week_Calmar,week_PNL,week_length,month_Sharpe,month_Calmar,month_PNL,month_length,allTime_Sharpe,allTime_Calmar,allTime_PNL,allTime_length,ACCValue,MaxACCValue,performance,metrics,rating_normal,performance_perp,metrics_perp,rating_perp,rating
0x03a6a0f416c80a8d30123e4b9e9ef5945d896f5c,-2.28980883,-0.61402956,-4147.64675600,1007,-24.04223608,-0.88051907,-25306.16714300,1193,-21.53358154,-0.94446944,-29715.77000000,942,-22.63703918,-0.94667776,-29715.77000000,940,1.12505662,0.08383069,1988.29444800,1007,-7.75692141,-0.28218459,-8972.15558700,1188,-16.33806518,-0.34948077,-11539.80964600,971,-18.23452569,-0.35030277,-11539.79667700,944,0.06332300,226915.77452800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0xde46cd0a490dbb10c9b7ffb3dd72f5b7c18707fc,-100.00000000,-100.00000000,0.00000000,583,-100.00000000,-100.00000000,0.00000000,692,-100.00000000,-100.00000000,0.00000000,580,-100.00000000,-100.00000000,0.00000000,391,27.84523939,0.91345352,64657.62275800,583,27.87184818,3.31285523,231051.74519500,693,10.96235467,1.37674483,255568.36107200,557,33.77211910,2.17273599,456085.93402500,364,42.46402500,1261117.73548000,18675170.70561971,22.02293429,95171.62247942,0.00000000,0.00000000,0.00000000,68.98246969
0x38fc452ff3609e87ebe7f16426b0d92fdd1a9881,-12.33947803,-0.93308669,-155784.82241500,1007,-9.40828397,-0.70525859,-203302.71033200,1185,-6.09891214,-0.50987340,-328103.39934900,899,-2.97855708,-0.38267927,-130385.15655700,541,-18.79951917,-0.70118239,-149532.53680100,1007,-11.74261852,-0.61913091,-172871.74335100,1185,-5.73992208,-0.48222961,-355554.63634600,899,0.78950961,0.05796354,29265.12010000,544,653566.57010000,1731598.33643000,0.00000454,10.90758879,0.02322954,0.00000000,0.00000000,0.00000000,0.03408045
0x970fb13e64f5b422bdd6fdfc155aae188811fd39,,,0.00000000,1032,,,0.00000000,1201,,,0.00000000,907,,,0.00000000,696,-6.77778243,-0.32952409,-248959.06464100,1032,13.03649452,1.02400660,714890.67414800,1201,8.80090240,1.39865210,1035429.03721500,907,24.84752468,1.07925290,921027.05332900,688,2350379.67332900,2753455.26600700,3964093.38058358,36.68108964,73032.16352301,696.00000000,0.00000000,0.00000000,60.42853776
0xdb09a184cab842c763c757c8aa573edad05b2e1f,,,0.00000000,1006,,,0.00000000,1171,,,0.00000000,851,,,0.00000000,640,-1.16967498,-0.06283163,-25938.93279200,1006,13.62817559,1.02298449,350529.14161900,1171,11.11089252,1.68183730,689212.81392400,851,16.38878707,0.63477936,382052.93707400,632,1294251.98707400,1519767.32347700,1045708.98275681,29.84941843,30523.98935265,640.00000000,0.00000000,0.00000000,39.06660297
0xe676708ea7611c93ee106b1d7a2c6f721fc10c18,13.19804904,1.49214161,56766.53357200,973,36.69325933,2.66212604,94120.17382500,1173,8.90938428,1.47343857,76179.35812900,882,35.38012717,1.62713277,89380.19695200,760,11.89967132,1.22190039,47683.93171000,1008,48.24509137,2.76007372,100184.28002100,1175,7.18680022,0.96364993,55561.92687900,889,49.18140159,1.99353533,111259.11923900,787,233265.04923900,244033.90293600,22182034.39568154,20.54215173,96749.03007353,18560200.80551973,19.84901093,85512.61868450,90957.47861926
0xa59a540d70dd5c5b419ee425d83b85b40742d2a3,-100.00000000,-100.00000000,0.00000000,1005,-100.00000000,-100.00000000,0.00000000,1161,1.55840191,1.00000996,0.00999900,818,-2.75793171,-0.99998996,-995.60795200,635,0.09747485,0.00612247,17.41472800,1005,17.74199526,1.32825064,3851.02935100,1161,9.99825149,1.30417136,4842.37976800,850,87.17500582,6.79175375,14580.59527000,636,120902.79527000,122344.38425200,194710828.26799455,12.46751521,173970.23845124,0.00000000,0.00000000,0.00000000,93.26581326
0xf05f3f7461bba0a2bbb88edf97d7f72bc35f961c,31.67026519,2.24291087,504679.65783900,589,21.30924434,0.76590492,465423.91114800,714,12.12416589,0.68130770,379152.67000400,546,29.90264192,0.89532578,513875.24327600,520,36.22705195,2.31719295,522598.23652600,588,27.46371538,0.86616206,503901.93438500,709,13.74910763,0.78486564,426254.41402600,568,38.00634541,0.96648670,542533.84444500,530,998354.34444500,2189945.15737900,2814087.96171872,31.31511242,52531.86376802,2001583.47690776,30.86842734,43671.82667103,47897.41589254
0x497beec89958848126c2ea65934ce430e1410ad2,-100.00000000,-100.00000000,0.00000000,1003,-100.00000000,-100.00000000,0.00000000,1185,-100.00000000,-100.00000000,0.00000000,872,-100.00000000,-100.00000000,0.00000000,782,-0.66940944,-0.03753867,-4885.03789800,1003,12.76806330,1.08962747,145118.66657700,1148,13.66097447,1.49321020,203610.08830200,848,61.27790310,3.41874390,269184.39843100,783,426997.39843100,505807.44530200,58737822.11970732,25.95294896,198904.96891721,0.00000000,0.00000000,0.00000000,99.72586648
0x6e3e83ef7b76d9d8682a87ee2f1772402039a796,-15.81320971,-0.97478498,-356598.56111100,1045,-19.36234269,-0.68814882,-179097.94538300,1205,-7.32446857,-0.54525818,-202554.52953800,894,10.12141085,1.03058956,181281.16000000,560,-23.79116196,-0.73174658,-385227.66567500,1037,0.39237720,0.01601309,5489.55624600,1197,0.02425549,0.00201175,877.49531600,883,26.02612080,2.85551845,762700.25088500,534,42229.09088500,967334.81553800,2712.98817016,25.32424311,1319.04746630,0.24257253,14.46901231,7.12622768,96.95273370
0x7f2e54d53258dc45b8581f11f924075146608d19,-26.20890935,-0.69746579,-58170.53431700,1012,-15.25305478,-0.76986296,-93411.56055700,1177,-20.94758201,-0.70474903,-86301.33716400,867,-5.71461548,-0.45090908,-179334.46000700,548,-13.92537076,-0.39616681,-29180.72980300,1012,-9.31131629,-0.44818533,-51789.84979400,1177,-11.98455204,-0.51662994,-64841.27168700,867,23.33134170,4.68446271,2254280.30088600,542,49864.40088600,2595539.41989200,18.93995100,24.07328189,104.76705278,0.00000000,0.00000000,0.00000000,2.28874477
0xc664239a86f0a92f218fc61c4307fcc0ed7a24a0,-100.00000000,-100.00000000,0.00000000,1013,-100.00000000,-100.00000000,0.00000000,1172,1.55843572,1.00000003,0.00381900,848,-2.75003246,-0.94691173,-17504.74712300,561,10.12728797,0.53193695,51373.87425100,1013,18.53316887,2.25323409,210197.48437900,1169,11.34138795,2.77270246,348691.21846600,838,30.30276577,3.50058559,742913.21623000,536,283809.59623000,704558.43906000,79268010.62603249,31.91917512,284184.66489033,0.00000000,0.00000000,0.00000000,119.20248842
0x71752aacefcb5a4873fb6f2e72bae6bddaef6000,9.34080308,0.83578128,98766.95096600,1078,9.02337675,0.93626948,116569.04386100,1252,2.32870530,0.31291134,68450.20859100,966,19.97962289,1.62632114,201547.53114200,654,3.13649617,0.18838959,87088.88249800,1078,10.52698735,0.85040526,403225.41662800,1252,1.65949936,0.25980922,199780.78408000,982,-5.65941202,-0.19085766,-339540.30426300,693,1688427.05573700,2944972.85953500,0.00000000,0.00000000,0.00000000,1937026.73419807,24.70365474,34381.83218723,0.00000000
0x4f2ce56828a20a9eea0c5ca082db2958e47f4fb8,-100.00000000,-100.00000000,0.00000000,1075,-100.00000000,-100.00000000,0.00000000,1250,-100.00000000,-100.00000000,0.00000000,910,0.87577304,inf,14620.90526000,598,-1.72268653,-0.14264727,-210647.89256700,1075,13.11539472,1.00417990,1427899.08102300,1249,9.88147327,1.08697405,1867359.58043600,910,33.52733273,3.63640539,5190562.32716300,564,5266162.81716300,6215384.10962200,35172034.87168006,54.05359075,320570.30964092,0.73037234,10.10740530,8.63797294,1664.05458420
0x3a22244f5b72e839dda8400d7eddb658131b361d,,,0.00000000,1039,,,0.00000000,1245,,,0.00000000,935,-100.00000000,-100.00000000,0.00000000,672,-5.10527935,-0.30536781,-264771.86402100,1075,14.84533235,1.07701779,948041.28383000,1245,8.23012994,0.80746166,993002.54348000,935,35.95522475,1.87946103,1880305.50826600,661,3198928.59826600,3760537.44462900,9762573.61731485,42.64855595,133255.91379672,0.00000000,0.00000000,0.00000000,81.62594986
0xdcce93d7430bfc028c1407394d54abad8afaaa98,1.74056630,1.00000004,0.00060000,1008,1.69892268,inf,0.00060000,1173,1.21476132,0.28955503,2347.43536900,835,-1.55196480,-0.29735802,-29963.64752500,539,3.75509432,0.31476762,29028.10257900,1008,21.22395784,1.44288085,135303.29678900,1173,9.68357948,1.56156809,167050.56246800,836,20.98578976,2.08777563,311426.25399300,549,542161.69399300,625279.35543400,18435269.92525031,26.75348406,114869.59713805,0.00000000,0.00000000,0.00000000,75.78574970
0x419e1d45ec8eec86173c039c3696091cca0a8ea3,-8.08520352,-0.58334888,-25560.95024100,1004,-25.37708597,-0.92696998,-52168.47222800,1184,-7.63551038,-0.65517345,-46369.51250900,825,-0.15813770,-0.01489805,-1007.56443500,529,-13.14203105,-0.58334881,-25560.93043300,1004,-37.10607925,-0.92696981,-52168.40570700,1184,-10.96183411,-0.65517165,-46369.40758000,824,32.51887081,9.76518387,420634.06802400,518,518743.67802400,632009.50976900,78.65939496,18.45990550,163.72114532,0.00000000,0.00000000,0.00000000,2.86112867
0x6d258082c52d2ee15e64f020331016064e425e33,-100.00000000,-100.00000000,0.00000000,581,-100.00000000,-100.00000000,0.00000000,688,2.22088007,1.00000000,0.00246100,570,-2.17102371,-0.50000000,-0.38000000,495,-34.89603271,-0.65008029,-974900.93753800,581,20.64816674,1.30587276,1079636.05122100,684,0.06535900,0.00578710,7215.95102200,550,8.70493422,0.51500875,672034.70273200,481,53098.47273200,4060776.73882700,1566.09356423,26.48375784,1048.06558541,0.00000000,0.00000000,0.00000000,7.23901093
0xb194ee106ce83f4b514efebcfefc8932aaf0e25d,,,0.00000000,1005,,,0.00000000,1161,-100.00000000,inf,0.00529100,843,-1.60130870,-0.69474189,-15454.78000000,618,-8.82787388,-0.43665985,-66304.00609500,1005,7.95826271,0.78915004,108690.70585400,1161,14.86999018,1.81596149,197514.91190700,843,40.12956959,2.13857381,276894.20093400,607,397326.18093400,466681.45898700,13949804.87395475,26.01987370,97182.76486705,0.00000000,0.00000000,0.00000000,69.70751927
0x8b338b8380755d416d892a0d7793bef75f6105ea,,,0.00000000,1005,-100.00000000,-100.00000000,0.00000000,1178,-100.00000000,-100.00000000,0.00000000,872,-100.00000000,-100.00000000,0.00000000,584,-2.65140868,-0.12029716,-47859.12737300,1005,6.81099622,0.40476983,138262.15540800,1178,7.31773691,0.78729576,292877.96473700,885,6.54969646,0.43659610,136091.76395600,561,1164826.30395600,1371051.34471400,20497.31842291,23.59145923,3377.56199012,0.00000000,0.00000000,0.00000000,12.99531067
0xc83c9f6907180b3efc54ef2032d66ef211854a10,-100.00000000,-100.00000000,0.00000000,1014,-100.00000000,-100.00000000,0.00000000,1175,-100.00000000,-100.00000000,0.00000000,875,-100.00000000,-100.00000000,0.00000000,657,1.01938376,0.07378650,29541.12520500,1008,7.65441481,0.79763882,501845.29387100,1167,10.50464862,1.31250087,689785.38460500,867,21.72252236,0.92650959,755693.21799300,649,2038858.94799300,2460213.83887900,2035230.69902240,34.68263936,49478.77769391,0.00000000,0.00000000,0.00000000,49.73870610
0x12f5f5ce07647f5e7bf9ea054ea119d1cbb85a9b,-12.80047431,-0.64246204,-132654.91454300,1007,-0.96340266,-0.07704724,-12918.12335300,1169,-1.76375742,-0.33714593,-78558.78198400,832,-4.37044800,-0.98408460,-416157.84652800,561,-11.36885504,-0.44850386,-83506.05325400,1007,6.87459343,0.45466460,69262.71516700,1168,1.36085083,0.22424963,41564.48666100,823,-13.29574714,-0.92828645,-354279.38926700,561,79043.16073300,390599.04089700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0x0f97258b5b506b210ba05f4c1f3c3cf84cc44496,-100.00000000,-100.00000000,0.00000000,2983,-100.00000000,-100.00000000,0.00000000,1485,1.55808475,1.00000005,0.00645500,960,-0.32864606,-0.99999998,-390826.70000000,736,-100.00000000,-100.00000000,0.00000000,2983,-100.00000000,-100.00000000,0.00000000,1485,1.55808475,1.00000005,0.00645500,960,-0.32864606,-0.99999998,-390826.70000000,736,0.00000000,316427.04718600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0x6281f807954f90110c626ba37b183bf9f94fae8d,16.83099689,1831.58453861,609.73736300,1010,11.17860626,1255.66949523,610.21769200,1188,1.70139878,1.10739762,610.21734300,881,6.59140855,51636.37583761,36170.08000000,641,-15.73332235,-0.65779560,-139998.74664600,1009,-2.94990223,-0.13217409,-17944.78231900,1187,0.42506597,0.04909248,7625.09199100,858,23.10118398,1.75534594,154892.30913200,637,201250.98913200,398289.80020200,305.88560199,20.58663972,360.05179618,167727704.35083768,14.26745696,184777.45129870,8156.55890888
0x0f04da3b0c7e0494482230703e3defd7b2f1c4be,17.28868373,1.35318852,22230.35917700,1008,26.69849493,2.63342834,36387.06573200,1179,7.63520813,1.42487677,34951.45184200,833,7.95186806,0.54131186,50139.06000000,646,1.82476220,0.12137484,40764.02274400,1008,6.20380823,0.60520263,248944.21293500,1178,10.49261869,1.18086800,586881.04603000,830,32.34004661,1.73284269,773817.56509600,643,1275597.62509600,1585361.70410900,5447550.07723346,34.19445060,79809.80430722,251021.48248849,18.17651441,9106.80527125,26959.45746046
0x97885bc45b300d405e61b397b8f37379b597d809,3.10063551,1.00000000,0.00999900,1521,-0.00000023,0.00000000,0.00000000,845,-0.00000041,0.00000000,0.00000000,649,-0.00000002,0.00000000,0.00000000,601,105.13708198,9.98490591,25424.94070800,1520,112.79314648,12.14161828,35112.89436100,837,135.11809242,17.28847877,41802.49270500,644,259.54987473,24.45826721,41769.95000000,586,0.00000000,6288956.92143100,15916989750.19349670,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0xe01ff44ed40070b19cc967b4f062c1b633f29195,-4.06205502,-0.27191777,-54282.49878600,1003,4.97241843,0.72895075,115276.59941400,1162,11.18303534,0.74502996,120117.58524600,830,6.76643034,0.67665934,100022.97685500,540,-5.27070661,-0.26159535,-52088.62051600,1003,6.96927926,0.76448198,120171.49450500,1162,15.12813113,0.77552952,124581.82997100,830,21.33409320,1.92738553,243155.06212700,540,256152.97212700,492126.80712900,6684420.26952984,24.67716621,63800.95213410,66124.98763120,20.63778743,5306.96149783,18400.79336606
0x6bba6385e11ad3a7548ed830411824831cfa36ff,-0.18658855,-0.00912308,-426.54437300,981,-11.33940703,-0.62513174,-51099.36800300,1188,-8.11031006,-0.60078362,-46035.15373500,885,-28.32988572,-0.57086795,-59229.43686300,742,-5.73967804,-0.14895963,-4161.77905700,1015,7.05024272,0.30829604,6861.06125200,1188,6.27200943,0.34522685,8093.33611200,873,33.80032344,1.02494933,18932.73750400,731,122733.58750400,263359.40137800,833712.94263869,13.34613191,12186.07045395,0.00000000,0.00000000,0.00000000,24.68407427
0x7d624801687122b1f18bce2f8840909b21ea8c67,,,0.00000000,1013,,,0.00000000,1183,,,0.00000000,905,-0.98265077,-1.00000000,-1.00000000,583,6.76555046,0.28314749,117086.94881200,1013,12.94885552,0.92935066,357082.00347700,1150,13.27460097,1.77467852,1227549.47377800,905,20.01527786,3.55508176,3637514.06836400,579,1979672.07836400,3222655.61930100,46879599.51145785,48.27584722,330538.34681485,0.00000000,0.00000000,0.00000000,128.55705870
0xf02021e26e0bbfef8ffa2cc9cb64305a8ae465b4,-100.00000000,-100.00000000,0.00000000,1072,-100.00000000,-100.00000000,0.00000000,1232,1.54303878,2.00000000,0.00488900,926,0.90974115,inf,0.00488900,582,-3.91441554,-0.16144794,-1055840.96514700,1072,14.12530848,1.09053313,7577495.28121000,1232,8.33772960,0.89123444,7424335.57462000,926,25.72855460,2.88238349,18888218.56333900,577,23019374.55333900,27046517.70676300,20573800.89444813,76.24664406,345842.21144582,630.11391618,0.53543507,13.44052858,2155.99214434
0x9be55ee878230843650d6c913cc18d735856d177,-11.20813029,-0.82412180,-81961.59546400,1026,-2.40953858,-0.20933213,-13974.35212300,1191,20.38355608,-0.62200564,-108318.97944500,897,-6.10825176,-0.53446710,-55546.05000000,569,-16.77857026,-0.82883758,-83061.24037900,1026,-2.81929793,-0.18990587,-12669.53260800,1190,28.46524448,-0.61763911,-107041.13105100,875,-10.46284821,-0.51958910,-54288.11763100,578,1.97236900,180812.63218600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0x76c2350951b0bc929dacbbd5de769460b07db92b,-100.00000000,-100.00000000,0.00000000,1006,-1.69861170,-1.00000000,-2.33459600,1183,-2.90288869,-0.74188993,-1113.52598000,907,0.33973252,-1.00917911,-2694.22591400,622,0.77758691,0.03763515,4908.15014200,1006,10.49422670,0.80776539,87518.46120400,1183,10.87907490,1.12504747,140011.36483200,907,29.12433823,1.33359506,198217.96879700,651,417558.55879700,490120.94916200,4762583.21084137,24.12320595,52644.90095996,0.00000000,0.00000000,0.00000000,51.30540954
0x80a7bd38116841174000a83dc9a69c7e8fc348e7,,,0.00000000,1010,,,0.00000000,1144,,,0.00000000,843,,,0.00000000,562,31.00652926,2.54702368,91908.72122600,974,34.47538705,3.29198529,115880.32938000,1178,13.41652215,2.08222297,104045.01827400,865,9.50464347,0.62777173,103105.80737400,520,18.81737400,376683.82636700,654949.08379474,15.53853372,12575.16824247,562.00000000,0.00000000,0.00000000,25.07505558
0x0642ac031890cdc469a2ada5965359a8432467f9,-17.51871991,-0.67728997,-18930.55183200,1000,-24.41493811,-0.77086009,-44292.33235700,1170,-19.34391090,-0.75665891,-43165.03715700,873,20.59941134,1.51251613,52020.43479200,550,-23.02261075,-0.72847609,-19880.71035300,1000,-28.11863376,-0.75990790,-37667.17473900,1170,-21.63311800,-0.74323455,-36527.40990400,873,17.91156523,1.37129014,39394.00527000,560,60529.64527000,133060.67097200,1.34497376,10.77817105,12.49976870,2.00365391,11.39446239,16.12891651,14.19886354
0x8fdbd50e88ab3624263ff888861f202e0dd0b9c2,-10.44043463,-0.52044456,-167569.27654400,1067,-10.09741034,-0.45151836,-136273.38456800,1221,-9.59212798,-0.37579223,-103072.08810700,923,-6.19744671,-0.37399857,-100330.39538000,712,-12.65590592,-0.38119674,-128792.09844700,1065,-2.22382262,-0.05302053,-14839.79157500,1216,2.67525212,0.13712690,34473.84937400,901,-7.52558580,-0.23025715,-95500.51804900,709,70816.37195100,812969.72902400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0xe02a03eb3a206325cb26747ccfb989eb38cd0f1f,-100.00000000,-100.00000000,0.00000000,1003,-100.00000000,-100.00000000,0.00000000,1168,-100.00000000,-100.00000000,0.00000000,817,-100.00000000,-100.00000000,0.00000000,621,13.90323309,0.92093055,15380.79940600,1003,16.52026928,1.64801432,40489.29031200,1168,10.70929743,1.73882526,48423.28633300,818,29.50812134,1.40994249,131904.84846500,621,173755.02846500,250523.25176300,10007606.15984418,20.97982693,66369.26437274,0.00000000,0.00000000,0.00000000,57.60610401
0x7c45b26c41c29330d042003cb312e73a3912024f,-2.87278516,-0.13762263,-35653.05335400,1074,-16.12830171,-0.53548767,-300369.28043700,1236,6.18336226,0.50582494,399426.79084700,970,-8.00024348,-0.32922194,-355787.59540400,635,-6.69800242,-0.27330753,-68689.04570400,1108,-8.81566001,-0.33902140,-93184.11410700,1279,10.30150867,0.92397580,744784.93195800,919,22.55276918,2.74527685,1709394.56336500,627,1470938.21336500,3015412.37294100,11727.74417434,40.52819136,4388.98872279,0.00000000,0.00000000,0.00000000,14.81382584
0x358e1209cf0b8f81597b9852e11308cf4c9d06d2,-10.59044066,-0.68780146,-160968.65612100,1010,-20.04415085,-0.73340982,-171188.18729000,1190,-23.91031076,-0.67801363,-149520.89171700,845,-17.83849247,-0.64895057,-144107.56000000,660,-5.72307259,-0.31838232,-286076.18252600,1008,3.65682074,0.14961001,123574.93349300,1188,3.21758205,0.12088428,126714.80642000,875,23.20955633,0.74239610,585883.12516700,647,4387767.85516700,4540554.93453500,98284.37291853,32.05636896,10049.78020663,0.00000000,0.00000000,0.00000000,22.41626665
0xdd20e745b2f08a41f4a5ac05167829881639ebca,-19.06952398,-0.89362169,-274889.06621500,1000,-22.70136703,-0.88380920,-333953.85907400,1162,-12.33612608,-0.85678027,-338496.41488900,865,-12.87499332,-0.63510127,-179666.66000000,557,-24.98786908,-0.89362173,-274889.08153500,1000,-25.18680874,-0.88380920,-333953.88594300,1162,-12.55912313,-0.85768246,-339948.79510000,865,-13.10689919,-0.58616417,-155232.46771000,558,0.08229000,549894.10613300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0xad719364610b1a217534a1c0c7ad266b387cc85c,1.74065284,1.00155770,0.46565800,1006,1.69923826,inf,0.46565800,1162,1.55887512,inf,0.46565800,826,1.47309684,inf,0.46565800,721,-7.26127158,-0.29452710,-47731.65813000,1004,14.49850777,0.95040942,120465.78021900,1159,9.18139662,0.99188363,132775.42649300,839,61.45648059,3.57210310,284342.00942700,711,435625.45942700,513795.89082400,40892359.74158555,25.92000819,165751.02424678,11189602.24082933,1.23830841,4142.24848512,26202.70843050
0x7116ad24324c36ad4c9205e15c217d8bf0d29ae5,1.48854677,0.14723632,4552.04561300,1016,25.91056084,2.53701246,56849.69487600,1188,0.32315606,0.04899451,3964.08701600,917,-14.25469224,-0.50251759,-92631.40000000,789,-0.44689892,-0.02438200,-750.67905900,1015,16.49556415,1.62562241,49522.40990500,1186,0.02313293,0.00383265,310.09491800,910,-22.20577529,-0.52546629,-96861.64054100,763,111.96945900,442688.98000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0xdcdd893a66894416e0092c8c7f76e796dc4d11fb,,,0.00000000,1002,,,0.00000000,1167,0.47291140,0.36049996,10810.67721800,826,1.34680052,0.72904125,10742.84000000,782,0.38917625,0.06213221,1002.76576300,1002,9.01534512,1.64211434,36795.41074800,1167,3.66082433,0.85681947,60186.41026100,814,16.85383220,1.21367085,51126.62799800,779,0.00799800,143520.90443000,2146517.04572647,10.52455702,15419.52502294,344.72238912,7.31692916,135.85123661,1447.32910643
0x6c82863026401b6b539a65c33818590b09e17927,-100.00000000,-100.00000000,0.00000000,1008,-100.00000000,-100.00000000,0.00000000,1185,-0.58569542,-0.29893280,-331.20695500,881,-3.48713550,-0.60943946,-12107.97411300,552,7.41369687,0.50648327,30183.27634700,1008,24.95939323,1.67730123,109170.58906500,1185,3.40716825,0.40904140,46135.35517300,900,27.99405017,3.63707214,321376.92007700,514,316770.14007700,355955.26409600,19310346.36034235,25.48861750,112006.00618724,0.00000000,0.00000000,0.00000000,74.83515423
0xd507eeef2152d54b8c00cba499340f7b7a59c948,1.10001900,0.10733146,57916.18457400,1079,2.25581778,0.22324317,129530.96480200,1248,2.17047189,0.26123485,129382.40319400,906,-2.17814492,-0.29616909,-176983.84985900,589,-0.03083808,-0.00184452,-5684.13377000,1079,15.33486458,1.32663148,4374847.08250900,1247,7.68419096,0.87366097,3177369.63888600,923,30.69424027,3.01118739,12012188.43653300,584,1870352.30653300,19824130.38429100,24390726.91507767,62.97151793,310997.23940220,0.00000000,0.00000000,0.00000000,124.69908568
0x9e55b0e43b7f7f3909af841d326b2dadfda9392e,-20.41792202,-0.81544184,-27881.36608500,1020,-17.96709802,-0.65017754,-17751.63212400,1187,-6.97775325,-0.57277596,-17498.23798500,873,-12.59404033,-0.78498358,-45043.88537300,533,-7.22761540,-0.36104104,-32864.35126400,1017,16.69684384,1.19902477,83209.42140400,1180,6.02695386,0.89999632,78581.20705700,876,25.25887528,3.48073983,425379.57646900,531,335286.49646900,536213.80370300,26612846.03566388,27.43957432,141554.28822919,0.00000000,0.00000000,0.00000000,84.12915316
0xa03b37ce4ef28a17f2b2f795782d795ff2280af9,-100.00000000,-100.00000000,0.00000000,1013,-100.00000000,-100.00000000,0.00000000,1165,-100.00000000,-100.00000000,0.00000000,818,-100.00000000,-100.00000000,0.00000000,544,-7.93591563,-0.33897248,-39706.87675500,1012,9.49314171,0.79429241,75851.65383000,1163,8.84292303,1.15719179,127526.44699000,852,30.21281176,2.49423256,251444.78799800,556,258287.40799800,364061.94011400,12256483.36713291,24.86678460,87056.77454355,0.00000000,0.00000000,0.00000000,65.97604662
0x2e72628137ca02faa206bebedbc19ce3789f23a7,-100.00000000,-100.00000000,0.00000000,1004,-100.00000000,-100.00000000,0.00000000,1181,1.55903333,inf,0.00247900,871,0.03441531,0.02307322,18.52309900,533,-8.35220571,-0.41859474,-59434.50970900,1004,26.27038223,1.73260211,141351.56682400,1181,10.27424121,1.08629603,131057.87284900,871,32.84325874,4.38240730,367953.21648300,541,368017.88648300,430932.61083400,76724032.78143677,27.14303971,237752.00773713,0.00000278,2.45764300,0.00409414,109.03027280
0x430572b4f6ff4c3c200862ac87c56d8ddf0db20a,,,0.00000000,1068,,,0.00000000,1246,-100.00000000,-100.00000000,0.00000000,1024,-100.00000000,-100.00000000,0.00000000,939,-100.00000000,-100.00000000,0.00000000,1068,-100.00000000,-100.00000000,0.00000000,1246,1.30969151,0.30928000,13241.31784700,1022,8.52774769,1.08509470,26482.64407000,937,6.52784700,1549806.47617600,114.56944197,10.78185046,115.40581782,0.00000000,0.00000000,0.00000000,2.40214298
0x99fd7e03a3a34ac249168ee3c5794f61c16ceda7,,,0.00000000,1004,,,0.00000000,1174,,,0.00000000,879,-100.00000000,-100.00000000,0.00000000,544,41.65407050,3.83990169,8338.41692100,1004,55.07858185,5.73944838,10561.81486100,1142,56.34665949,6.13699915,12888.58160000,879,74.14662420,8.09704181,45247.16104800,545,234135.72104800,234135.72104800,1188145808.73165345,16.42511622,566165.39540049,0.00000000,0.00000000,0.00000000,168.25061596
0xbb56c3a1ab370d0e74be20c71e6dcc1085c1468f,-1.93211237,-0.12867824,-83349.82346400,1113,19.27955482,1.00939285,516572.34336200,1199,0.11391754,0.02150569,18393.74175100,851,-28.70431709,-0.98900188,-1245931.06000000,632,-2.15935153,-0.13089123,-85208.92059700,1113,19.74062574,1.00199802,515398.41420800,1199,0.02781829,0.00498543,4263.09305100,849,-34.30131024,-0.98611191,-1255139.92535900,626,1.17464100,1418903.82009000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0xd7a678fcf72c1b602850ef2f3e2d668ec41fa0ed,,,0.00000000,1003,,,0.00000000,1163,-100.00000000,-100.00000000,-0.00572800,887,2.90655793,5612343.92839402,29720.25000000,634,21.66833744,2.47617275,91501.44977100,1004,30.03168448,3.21056319,100682.06553700,1166,11.50710360,2.10864864,139592.14872300,882,55.41033822,3.01471440,336809.08895800,621,0.67895800,700384.24910100,73599714.40158921,17.97951108,154246.72158016,4274.71548290,7.23712009,473.17237997,8543.14276794
0x5d90203edf5754c3b0b652f15b9642d0ffc0404b,,,0.00000000,1001,,,0.00000000,1179,,,0.00000000,873,,,0.00000000,693,-4.67189328,-0.24701480,-73891.48981900,1001,19.49669258,1.35552063,292368.49994300,1179,12.42765440,1.09599951,299375.77520300,873,30.25713578,1.29044953,369136.07283800,694,869339.43283800,1024462.56716300,8430302.61629202,28.56929204,82950.89205165,693.00000000,0.00000000,0.00000000,64.40143323
