Trader Address,perpDay_Sharpe,perpDay_Calmar,perpDay_PNL,perpDay_length,perpWeek_Sharpe,perpWeek_Calmar,perpWeek_PNL,perpWeek_length,perpMonth_Sharpe,perpMonth_Calmar,perpMonth_PNL,perpMonth_length,perpAllTime_Sharpe,perpAllTime_Calmar,perpAllTime_PNL,perpAllTime_length,day_Sharpe,day_Calmar,day_PNL,day_length,week_Sharpe,week_Calmar,week_PNL,week_length,month_Sharpe,month_Calmar,month_PNL,month_length,allTime_Sharpe,allTime_Calmar,allTime_PNL,allTime_length,ACCValue,MaxACCValue,performance,metrics,rating_normal,performance_perp,metrics_perp,rating_perp,rating
0xf445d095113e1198577e110c8e6e356bc3d45978,,,0.00000000,569,,,0.00000000,696,,,0.00000000,591,,,0.00000000,546,-19.99981027,-0.55423042,-242965.72379300,569,0.11693456,0.00475984,2040.54294500,696,6.80125795,0.85607673,385590.15385100,591,15.34875128,0.30240940,123742.68096700,546,1104298.30192200,1296016.36876100,1161.01386960,23.30130660,793.96064954,546.00000000,0.00000000,0.00000000,6.30063747
0xd8b0489b56c2e8e95cec8f5a52442908d7bfa06e,-10.38910098,-0.56732310,-245069.66259400,1085,-0.53085093,-0.02880285,-11954.50695100,1200,0.02051347,0.00135881,474.00625600,869,-14.88344168,-0.67536101,-283925.96000000,728,-7.88673179,-0.32760790,-124219.69346000,1086,5.02850412,0.19219137,74826.55547800,1200,6.74611442,0.36506975,117816.97377300,850,-16.56200032,-0.47297646,-179897.83611900,729,0.26388100,648857.93317800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0x18ed0f81334d32027da587f92eab8c53a87eacbd,-100.00000000,-100.00000000,0.00000000,568,-100.00000000,-100.00000000,0.00000000,680,-100.00000000,-100.00000000,0.00000000,615,-100.00000000,-100.00000000,0.00000000,528,-13.03121616,-0.46386043,-3958109.62375700,568,7.11138114,0.31614537,1932021.79301600,678,11.27799811,0.48313946,3665208.83073000,609,23.52506568,0.97394463,4853745.21146600,524,12727240.12673000,26070242.28045000,839723.93764735,55.88308638,51209.27775669,0.00000000,0.00000000,0.00000000,50.60102655
0xf0dac17a31b664dc62f8fde6d8ef2fb7a4c9cb64,1.74068308,1.00000010,0.00999900,1010,-0.00000000,0.00000000,0.00000000,1177,-0.00000000,0.00000000,0.00000000,887,-0.00000000,0.00000000,0.00000000,554,130.48670215,16.84693537,4943.75613900,1008,75.97653813,7.98010691,6043.02704700,1175,17.41995811,1.53388194,7688.56557300,874,106.28929093,25.14843008,52780.16333200,556,113774.13333200,295039.67960500,4522239746.60217381,16.32115209,1097558.31203023,0.00000000,0.00000000,0.00000000,234.26035858
0x8ac91a2fba6a3d52df26963e6e671521a70f1145,-100.00000000,-100.00000000,0.00000000,1001,-100.00000000,-100.00000000,0.00000000,1170,-100.00000000,-100.00000000,0.00000000,906,-2.77620241,-1.00000000,-545.98596000,558,-1.06508323,-0.07124923,-8757.33328400,1001,11.18671263,0.84974410,121037.97475700,1170,9.15970430,1.30099063,201617.89036300,906,28.93987413,2.17679430,375889.56989300,560,467601.01989300,557643.61933800,11184065.47481339,27.81276655,93013.08327309,0.00000000,0.00000000,0.00000000,68.19570488
0xbb54c1b3d3a0404354ddddb411563fa8c27570c2,,,0.00000000,1000,,,0.00000000,1158,,,0.00000000,857,,,0.00000000,645,-7.03483487,-0.37895009,-266054.90508600,1000,19.41953415,1.44677915,730800.72128100,1158,9.43350087,1.18148804,855914.66717200,857,24.05987423,1.09801315,866524.66883200,640,2150825.94883200,2527499.17891600,5176587.12670540,35.93414023,81757.76717798,645.00000000,0.00000000,0.00000000,63.93659640
0x503a11224611c29e928cf1f89e190fcc8f3d550f,10.46781450,1.25450717,13151.41392700,1085,11.76217031,1.27266473,11196.89593000,1250,25.07404465,1.72947046,14667.77077200,890,16.53708704,3.00947073,39615.17000000,616,2.31468120,0.13135420,18140.45878900,1059,27.90426930,2.22255635,279664.90252000,1196,10.83229428,1.80634571,238932.17214600,885,27.97869260,6.82350544,1089670.84711400,529,435901.90711400,732444.37408300,252852604.69219235,34.51349724,548810.84431254,32084005.13732123,16.35855322,92659.33518564,225504.87350980
0x902e77345b7baf9aba47c4febdb210406995a88d,,,0.00000000,1004,,,0.00000000,1176,,,0.00000000,900,,,0.00000000,658,-100.00000000,-100.00000000,0.00000000,1004,-100.00000000,-100.00000000,0.00000000,1146,-100.00000000,-100.00000000,0.00000000,900,-100.00000000,-100.00000000,0.00000000,659,138447.01000000,138447.01000000,0.00000000,0.00000000,0.00000000,658.00000000,0.00000000,0.00000000,0.00000000
0xdd8a04411ac02ffa63a01fdf371472932d9031ac,-100.00000000,-100.00000000,0.00000000,1006,-100.00000000,-100.00000000,0.00000000,1171,1.55825380,1.00000022,0.00969400,849,0.87571650,inf,0.00969400,539,-12.07889202,-0.54971675,-186450.21042100,1005,21.41152859,1.48410124,289762.05874300,1168,11.14554530,1.25524813,349706.71712200,848,23.04676246,1.73825280,425543.77009800,545,802983.57009800,940000.75415500,12613199.71492328,29.46057143,104629.41630741,411.80817183,0.55519021,11.26650680,1085.72926185
0xad6f32ca03a5ffd423d0bbd9bd9eda3be91ca4c1,-100.00000000,-100.00000000,0.00000000,1007,-100.00000000,-100.00000000,0.00000000,1131,-100.00000000,-1.00000000,-0.00867600,845,2.14432726,1021402210.51370788,3080.20384200,660,10.98235215,1.09088122,93857.48397500,1007,31.28236925,3.21637736,261077.49291200,1132,18.39270869,3.21072942,339714.20574300,845,47.29659399,2.41680943,477394.46789800,626,211583.66789800,601813.26576900,71374858.86228827,28.93832247,244481.48966728,4.83265797,6.72171905,14.77656150,1900.68297375
0xcee1b91eefea56b073ca8ebd8b873ee915937073,,,0.00000000,1007,,,0.00000000,1166,,,0.00000000,870,,,0.00000000,579,-4.95295324,-0.22475036,-27887.45825900,1007,13.35954965,1.01150019,122713.64217900,1166,9.50412711,1.20406489,161045.39051200,870,32.90665195,2.30923204,310303.06968900,577,385776.57968900,456199.28302100,15006151.52606120,26.43356502,102397.74738114,579.00000000,0.00000000,0.00000000,71.55338824
0x873a5fa29b37bcfd6874bece7dcf8d1d64aa0aec,,,0.00000000,1011,,,0.00000000,1149,,,0.00000000,843,,,0.00000000,724,-6.23784633,-0.25416973,-45959.01856600,1011,17.64730415,1.32196237,206082.37071200,1181,10.21123603,1.29542644,217091.82672400,876,41.05826714,2.27966650,321479.45438700,711,601512.32438700,704711.40064800,24603863.44319282,27.22120114,135023.36856450,724.00000000,0.00000000,0.00000000,82.16549415
0x05b5a0ae689c17cad8155932782a5c29426abe75,22.21703656,2.70750033,1798629.65021100,1086,26.07104430,2.42933519,1743418.25665900,1262,64.73076744,4.36368603,2235711.49178000,1019,111.12770137,7.83630444,3192938.26435300,912,17.70488476,1.62839610,1551480.68349800,1048,28.84589023,2.26283560,1887616.75824700,1260,38.95177153,3.45100364,2295066.13654700,1001,108.14850154,6.52615681,3232834.00974400,938,839491.50913500,4565811.44093100,727188837.04641700,46.82319306,1262654.78353560,1151976978.11037898,46.67035091,1584028.40914151,1414242.21689879
0x05e70979fd3355133f91fc7c6597a8274169b3be,7.31294753,0.36715699,77920.40942100,1013,-14.55515656,-0.39879755,-174108.52669300,1182,-14.01166374,-0.42259385,-194632.68828300,833,27.46225353,1.60930584,473192.80255200,551,3.71275033,0.16333713,42516.78782400,979,-12.55579100,-0.37345058,-152136.85262200,1182,-9.67282371,-0.39345303,-199916.79284300,846,27.53549640,1.57179657,473105.99524100,547,683889.93524100,1310640.43569100,2.15198873,19.05641827,27.95511434,2.27242086,19.05711753,28.72774890,28.33879859
0xca230e816bdb34a46960c2f978a30a563d1ae9e0,1.82483090,0.16338990,132502.68371600,1054,3.68485118,0.16038836,119783.09047400,1180,5.09499081,0.84834031,726602.53811700,864,24.27744247,1.80955410,1055212.06282500,634,1.82483090,0.16338990,132502.68371600,1054,3.68485118,0.16038836,119783.09047400,1180,5.09499081,0.84834031,726602.53811700,864,24.27744247,1.80955410,1055212.06282500,634,2436717.44282500,2720404.12574300,1620209.78437622,37.33455781,47522.21088405,1620209.78437622,37.33455781,47522.21088405,47522.21088405
0x73cbf914e15e597f8c41e1195a5e0d2d3d2773e4,-100.00000000,-100.00000000,0.00000000,1005,-100.00000000,-100.00000000,0.00000000,1181,-100.00000000,-100.00000000,0.00000000,894,-100.00000000,-100.00000000,0.00000000,630,15.27628301,1.25084058,54312.76261000,1002,35.15950474,3.59073109,119512.16783500,1179,12.40757799,1.75044405,99953.27330500,892,40.92586156,1.97406019,240801.72119700,642,206260.85119700,358062.96116000,32885674.25107271,24.30850960,139399.65773782,0.00000000,0.00000000,0.00000000,83.48642337
0x8da6beaa2f002a511809101b24d181a324ae82d6,39.68593573,3.45248443,7308192.58792900,1049,49.40748497,3.83323752,7116060.94824200,1207,32.65465454,2.62829785,5730442.36764000,851,16.46596297,0.66405545,2478033.83126400,625,44.75725029,3.46942429,7342792.74033700,1051,59.92604765,4.04206022,7145521.80946600,1207,38.63378414,3.35115949,6839832.79898300,829,20.65702467,0.69954160,2596991.87861000,618,397421.69861000,9547955.43932600,6861588.99289202,45.28173201,118613.84391841,3765209.01732341,44.62154855,86584.30654741,101341.48914733
0xaef743663b85c4efddca2c15d2995adfd3185d2e,,,0.00000000,969,,,0.00000000,1159,,,0.00000000,825,,,0.00000000,557,-1.51667519,-0.09538976,-21754.65889300,1003,12.11243347,1.08740822,301857.24221000,1159,8.37333252,0.85490578,257506.93845700,825,29.52817546,2.82154118,800870.44874300,544,844559.42874300,1013996.36931500,16944193.21044504,33.17684076,136566.90770994,557.00000000,0.00000000,0.00000000,82.63380292
0x753b8c3f79f644dbfd0a9d727d9c75a951ec35f3,0.56509197,0.02359847,223.35011100,1040,-8.05790808,-0.20356818,-1938.34245300,1204,-6.44786460,-0.25092140,-2012.97294600,848,-19.14014221,-0.93916388,-77404.85068300,611,24.88415272,2.28829026,102687.08016200,1044,43.08832135,3.93745106,128812.61601400,1204,9.15697784,1.69701031,117680.46635500,882,10.66638921,0.33347092,85918.23962200,653,113353.07962200,564135.80853300,239009.36149524,19.52410817,9545.05996293,0.00000000,0.00000000,0.00000000,21.84612089
0x77d0dce4286022ad5ebd171f6e3a5d6ac629f1ab,18.09378095,2.21505276,178367.08961100,570,70.24588510,3.50769963,233931.38877900,680,47.54506319,3.89447326,235280.23000000,520,22.26593951,3.89447326,235280.23000000,362,32.96072352,2.11941779,190836.84796500,570,112.09145935,3.13159444,250144.72043100,680,102.29321813,3.59007590,254839.30014900,542,45.26414003,3.25734568,256596.75974700,370,1022099.52974700,1680104.35253300,82673641.80193901,26.56580750,241549.72966740,124992644.96582252,26.04650436,291200.20412372,265215.63035609
0xdb216cd6169f02a38b776ff4c52bac1bb646599b,-2.65154505,-0.91730488,-164645.65038000,4458,-4.38536733,-0.99281775,-251779.67013000,2614,-2.81924513,-0.48239163,-96731.14166100,1121,-5.68604287,-0.50901859,-79911.05923000,1200,-2.65154505,-0.91730488,-164645.65038000,4458,-4.38536733,-0.99281775,-251779.67013000,2614,-2.81924513,-0.48239163,-96731.14166100,1121,-5.68604287,-0.50901859,-79911.05923000,1200,0.00000000,270758.70940900,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0x8109ac9d7d04fc03f0af99e484070994fc5b631c,0.57475622,0.15712512,53.41316200,1020,4.34105852,0.40744669,150.84341600,1187,-6.60033962,-0.46682397,-442.97888300,881,-10.09815194,-0.71141050,-1653.71068400,551,-4.26923136,-0.19314338,-100617.77838400,1019,17.20725418,1.36908406,637596.46834900,1182,11.07863458,1.29823651,633548.86263200,871,25.26905187,4.48972765,2065213.54298900,505,1322268.73298900,2219445.03146200,70762609.90984040,41.75283682,351227.01231065,0.00000000,0.00000000,0.00000000,132.51924621
0xcb2358ddf4a617df306cd1397d1642b7cada7a93,11.94855402,0.79870542,6257.10402100,972,6.91784336,0.40747815,4897.89249400,1167,17.38951347,0.53092004,4784.47061600,818,9.25816252,0.43656131,11744.32735900,579,-2.91884787,-0.14041601,-24796.55497900,1007,10.35042361,0.63923739,120417.23633300,1134,4.44638065,1.00780389,224011.39300500,816,27.42138434,3.18793944,416337.25494000,571,644590.15494000,961327.02270700,13207295.23803400,28.75250371,104491.89642058,56234.27701912,12.54986796,2976.04651193,17634.41929487
0xc8535dbcb9389171bcaf77e352cfe2b0ff40dc97,6.12794775,0.43088355,49927.41417200,1005,15.45888010,1.38806135,166711.29236900,1133,11.71366122,1.34483494,232977.22859400,871,54.09744042,2.08618377,319841.00782300,607,7.97880130,0.52861223,74894.68956700,1003,10.93837561,1.18198852,206148.60587200,1163,34.40193109,3.60772119,331759.22160700,867,71.62883578,4.74628149,398502.46682600,620,515254.52682600,632502.39880200,147600751.42001253,28.64649865,348029.31892976,18252409.68957628,27.12482143,115884.93777777,200826.68141712
0x91531adfe1d601229918fd142f45b058aeeca26d,-100.00000000,-100.00000000,0.00000000,1069,-100.00000000,-100.00000000,0.00000000,1239,1.54332457,1.00072646,17.55307400,906,-2.42884941,-0.78224331,-10262.84532300,587,-4.12435681,-0.15628268,-168116.59740800,1072,16.49565256,1.01670193,1057145.23960400,1242,0.23478894,0.03318535,43873.49302500,908,28.99111739,5.27348959,7584141.36666400,565,560213.68666400,6990644.20724400,3188483.84626015,48.71895471,86994.15464598,0.00000000,0.00000000,0.00000000,65.95231408
0x6a517f1e20c84b4467c9377349546aad518fcf51,,,0.00000000,574,,,0.00000000,682,,,0.00000000,620,,,0.00000000,536,-13.27330444,-0.49914798,-1603112.30574000,574,-0.84511874,-0.03919713,-89567.87166200,683,1.50385586,0.06169323,149382.80301600,600,-3.51176176,-0.10386040,-248417.66816500,535,6837558.02740400,12221727.14915400,0.00000000,0.00000000,0.00000000,536.00000000,0.00000000,0.00000000,0.00000000
0x3ca146d2692f61746a28fa926dc9d18086ce37c6,-5.12251404,-0.31531697,-226646.83661500,1079,-9.98740906,-0.59587887,-519952.56227300,1208,-4.48413970,-0.32027884,-210888.36134700,877,17.27355400,1.71845117,1260268.46095800,567,-5.12157844,-0.31499613,-226415.49049000,1079,-9.87036270,-0.61285387,-508748.18095100,1242,-4.47986355,-0.31986025,-210585.60638300,877,23.09729306,2.42985164,1506068.77915800,601,639371.31915800,1032906.54330900,5.65059237,23.97405822,56.98867308,1.98893621,23.13477117,32.62688675,43.12033143
0xc2c060e3309461ec7c4291b1aac6c89aa228727e,-0.06322901,-0.01086066,-5.72129000,1039,-2.37527263,-0.16659423,-134.91833500,1186,-1.22630201,-0.14627616,-337.47011100,857,-0.03196719,-0.00560235,-31.43467100,547,23.62555489,1.73183937,94274.57596200,1035,26.14063669,1.23724449,96186.05372900,1183,7.08098350,1.32342874,173663.37939600,831,25.55175315,5.75706186,630685.77045400,534,10854.93045400,684102.11407700,102618879.03182270,27.42980153,277866.56891098,0.00000000,0.00000000,0.00000000,117.86996414
0x312384d7b72362c42b69f75b3f30f5e0fd691dc4,,,0.00000000,1008,,,0.00000000,1186,-100.00000000,-100.00000000,-0.00951900,869,0.00000000,0.00000000,0.00000000,547,22.93432404,1.75086161,22010.95071100,1008,20.29035087,3.09704563,37558.13406900,1186,22.79272956,3.08886049,43571.82539000,860,47.01334771,5.59898149,80270.31503900,536,0.36503900,179154.64885200,331719650.08404952,12.79255651,232993.03758197,0.00000000,0.00000000,0.00000000,107.93355307
0xb854f7f40f0f3e1801fb6d8828b6f6dd97ebf33b,39.62132230,6.92086808,48427.06818100,1004,91.12451290,9.66686184,56588.72583900,1158,8.54874546,1.14802920,38788.55187500,859,26.34177375,5.11822908,119174.98269300,604,58.06717243,6.89302036,68421.15728800,1004,80.62764940,7.63987835,84028.51741200,1158,12.94637940,2.47435226,79413.83636600,866,71.21501869,9.76174237,179175.96267600,610,228665.76267600,228762.99917700,1212419355.03085732,22.82595038,794795.31661404,216719474.97247148,20.59084459,303125.95958072,490839.17225390
0xdb79fe310ea2972137d2a23658db0234902b517d,5.86617236,0.47410145,159165.04357800,1020,-2.12197476,-0.17932001,-80327.21963500,1146,1.37892085,0.21508322,103799.57743900,824,3.14902638,0.16389494,60431.84065900,623,16.07876021,1.38369434,274331.92335900,986,-0.04337349,-0.00300612,-1015.29452600,1178,1.40533976,0.13420245,54523.97563400,847,23.36485346,1.15405859,309959.72254700,646,633440.34254700,875757.29663900,364.53822668,25.96628681,495.77130684,0.21027325,19.08930881,8.75350963,65.87669471
0x9eaec4d4296d3cd7c59847cdbf5c28c2c0ad0bc3,-100.00000000,-100.00000000,0.00000000,1035,-100.00000000,-100.00000000,0.00000000,1191,1.55858475,1.00000000,0.00024800,907,-1.74819331,-0.81314870,-99303.06000000,586,-12.43885417,-0.56902217,-1562.82071300,995,-5.07303059,-0.55807228,-1565.40263800,1197,-10.36938474,-0.68961885,-3278.13985500,844,-8.74942410,-0.27471484,-95576.24100400,583,752.07899600,821755.65173900,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0x3fad24d76807ef5c818863891f9e947bad91bf5f,-4.40677169,-0.25312939,-943.81093700,1006,-9.38871063,-0.51417805,-2085.37432800,1184,-11.63450236,-0.40891077,-1606.43163000,836,4.67780821,-0.95579921,-14688.98364200,587,8.52639200,0.45117356,42919.83555600,1006,17.98927578,1.36797919,123143.65851000,1183,15.05351013,1.21924103,116624.29757000,865,36.58902904,1.86815269,213833.79884700,643,353825.58884700,414537.69632800,18125460.74700817,24.23720960,103187.51321134,0.00000000,0.00000000,0.00000000,71.82879409
0xe24166173f1e956845a0660c8b26db334dced71a,-0.63663288,-0.03385040,-18734.37753200,1024,-2.40013624,-0.12582517,-82971.71143100,1327,-1.55968524,-0.06302981,-36338.27583500,947,6.42437978,0.28053601,195923.05930700,865,-0.94402391,-0.04941973,-27293.44379400,1024,-2.36486341,-0.12263724,-79976.58021900,1327,-1.69911028,-0.05810443,-33029.85987500,917,6.76533621,0.28244155,197367.47214300,866,389685.95214300,1086732.97515900,0.01258792,15.73173269,1.76503561,0.01118551,15.70863878,1.66137023,1.71241864
0xcfea8e38ad74ab181c20988166b8d74f8da22ef9,2.20479325,0.27874195,10547.78141700,1027,11.76301419,0.39875631,15733.20948400,1182,3.92590439,1.01068274,70087.33690400,884,0.32319762,0.03638977,3307.28612900,534,4.63738468,0.31660201,15350.15690400,1025,26.23763557,1.27566440,52690.94655000,1173,11.20667705,1.58740754,132159.28098700,861,27.37965654,24.56245181,1204754.71745500,534,66411.67745500,1571858.07227000,1696229515.33532858,32.69489829,1346549.42434255,0.34897506,9.86122514,5.82543111,2800.75541823
0xec27a7bfbce0a57fdeb2b89a2beb81f5c8554fed,-100.00000000,-100.00000000,0.00000000,1078,-100.00000000,-100.00000000,0.00000000,1245,-100.00000000,-100.00000000,0.00000000,947,-100.00000000,-100.00000000,0.00000000,743,-22.31017169,-0.76291310,-163691.13813200,1067,-14.47663709,-0.52458793,-95531.31338400,1212,-4.00151790,-0.38990176,-92292.52073800,864,-33.65139148,-0.94710799,-190309.60768900,670,507866.20231100,889273.14077300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0xe2c49325b535b9e6327d817c04f47d04fb392ce6,,,0.00000000,1007,,,0.00000000,1171,,,0.00000000,881,,,0.00000000,651,-3.08308908,-0.14293236,-18255.62537800,1007,13.27289472,1.17781218,144019.09129200,1171,11.16067465,1.84726817,248438.20361200,881,36.97412716,1.92278549,338425.51619200,637,452648.05619200,530785.56058200,15647016.39220605,27.37927798,108302.32000031,651.00000000,0.00000000,0.00000000,73.58747176
0x44ade5b0c1131eef7b58525e8be12ddf9f797abb,-1.79819743,-0.12006948,-60380.30611600,1038,3.29808198,0.26403201,107254.88491100,1208,5.11722559,0.63265522,232607.99276400,803,24.20901038,5.75216793,1116807.08902100,590,0.82077930,0.04460493,20915.50426700,1036,15.32394374,1.04611981,392331.15920900,1200,11.72534178,1.14917779,467429.29409900,824,46.17993748,7.84920492,1574308.44721300,588,383176.38721300,1325491.10679400,209085609.04162449,37.75821066,545975.90416807,15680235.87585486,34.52203063,136701.29516679,273195.19254488
0x2850dcf283ea365a165b5f9f507f4bebf961cd35,,,0.00000000,1070,,,0.00000000,1238,,,0.00000000,927,,,0.00000000,677,-0.55151146,-0.03004516,-39573.53972600,1070,9.08737060,0.64895862,703125.45858500,1238,7.41724305,0.66356409,919596.38854600,927,23.81762386,1.06791180,1434205.79274400,683,3671106.38274400,4315850.10847100,1826130.44637069,40.47381304,54694.04201796,677.00000000,0.00000000,0.00000000,52.29437925
0xe31e83adf232db20c94647068d7c2521190d2641,7.18595077,0.85768488,4275.05113400,1006,-1.73387976,-0.15930099,-1043.74899900,1172,-4.51133475,-0.38947998,-6361.50273200,849,17.69755967,1.49194040,18255.05254600,557,0.76011396,0.04610930,2016.44717500,1004,24.81272643,1.62741451,62700.57320300,1167,10.55079583,1.65133590,81572.50771800,852,15.78672314,0.78128259,62729.33498600,552,141909.25498600,250000.00000000,1811466.90301916,18.25579594,24570.61203008,1.54591252,9.48062435,11.78770874,538.17396647
0x0068ebb362048f1041f30176de5c958061f2a78f,-100.00000000,-100.00000000,0.00000000,1081,-100.00000000,-100.00000000,0.00000000,1232,-100.00000000,-100.00000000,0.00000000,872,-100.00000000,-100.00000000,0.00000000,673,2.33200777,0.15611528,88342.46964400,1081,8.26395953,0.82649621,690955.69917300,1236,6.90373284,1.15715308,1754422.10573700,848,-18.75288006,-0.50851802,-2673095.83875800,639,297.64124200,8419891.73978800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
