date,total_balance_normal,unlocked_balance_normal,benchmark
2025-04-23T15:50:00.000+0000,1000000.0,1000000.0,1000000.0
2025-04-23T16:00:00.000+0000,935579.6047863578,419.68055727741375,1001516.2002248014
2025-04-23T16:10:00.000+0000,801467.257434416,572.2057729173298,1000512.0143377886
2025-04-23T16:20:00.000+0000,710332.2665761947,7554.937272237295,997288.2417287568
2025-04-23T16:30:00.000+0000,618385.161578136,416.7336335009297,1002250.4189841889
2025-04-23T16:40:00.000+0000,678985.7712734988,73989.48149095646,1004663.0734828796
2025-04-23T16:50:00.000+0000,702266.8465304789,422036.5882970236,1004582.467907166
2025-04-23T17:00:00.000+0000,711424.3407326294,624974.9940178805,1005414.2775530443
2025-04-23T17:10:00.000+0000,711591.1188583053,656627.1210226965,1007507.607085777
2025-04-23T17:20:00.000+0000,710409.0663414382,664973.6032508886,1005191.4092285088
2025-04-23T17:30:00.000+0000,710672.0042474633,0.530397441990183,1004242.327359138
2025-04-23T17:40:00.000+0000,710469.4223267623,0.530397441990183,1004075.7656225921
2025-04-23T17:50:00.000+0000,708252.1784270487,0.530397441990183,1004185.4979481753
2025-04-23T18:00:00.000+0000,702647.1202198191,208.30629173825673,1007035.6511978558
2025-04-23T18:10:00.000+0000,700766.7706568566,208.30629173825673,1010173.7506136636
2025-04-23T18:20:00.000+0000,703450.2710007678,208.30629173825673,1008466.7805712454
2025-04-23T18:30:00.000+0000,706147.5063878436,208.30629173825673,1006824.9858865492
2025-04-23T18:40:00.000+0000,705177.7919292364,3.5198917382567565,1004546.1210440352
2025-04-23T18:50:00.000+0000,706550.8082537425,1203.8346710985293,1004451.2444226205
2025-04-23T19:00:00.000+0000,709944.9489841708,1203.8346710985293,1001592.955533427
2025-04-23T19:10:00.000+0000,710349.147526439,1203.8346710985293,997899.359956796
2025-04-23T19:20:00.000+0000,716212.0758485041,661.0140710985291,994369.5106425693
2025-04-23T19:30:00.000+0000,715581.8561407629,314.4652710985291,995532.8177795226
2025-04-23T19:40:00.000+0000,718584.526507221,2914.71870285853,999028.0134024261
2025-04-23T19:50:00.000+0000,714751.6808477364,2914.71870285853,997513.1533602175
2025-04-23T20:00:00.000+0000,713286.7144262015,2914.71870285853,1000535.2985775345
2025-04-23T20:10:00.000+0000,717766.5334865736,2914.71870285853,1001357.5207141311
2025-04-23T20:20:00.000+0000,717030.8295979126,2914.71870285853,1004304.2879525038
2025-04-23T20:30:00.000+0000,715859.4280054822,2914.71870285853,1005225.9496338068
2025-04-23T20:40:00.000+0000,714850.7201058916,3263.48426701853,1003880.0849621915
2025-04-23T20:50:00.000+0000,712805.67970109,3263.48426701853,1003826.6983689484
2025-04-23T21:00:00.000+0000,708075.3211248,3263.48426701853,1004900.4941281406
2025-04-23T21:10:00.000+0000,713822.1077905837,3263.48426701853,1005453.8105442724
2025-04-23T21:20:00.000+0000,710327.5549161854,3263.48426701853,1004687.0793966665
2025-04-23T21:30:00.000+0000,709841.4407259024,3263.48426701853,1004448.7842928102
2025-04-23T21:40:00.000+0000,711789.0282254475,3621.2529229384945,1002144.1191704964
2025-04-23T21:50:00.000+0000,711445.7223260596,3621.2529229384945,1001676.4333645676
2025-04-23T22:00:00.000+0000,715081.7704226478,3621.2529229384945,1001948.7842801497
2025-04-23T22:10:00.000+0000,715304.119579905,3621.2529229384945,1001710.5730416591
2025-04-23T22:20:00.000+0000,714300.9456879871,2194.4283229384946,1003398.0544888404
2025-04-23T22:30:00.000+0000,712851.7877295543,2194.4283229384946,1004751.7935519615
2025-04-23T22:40:00.000+0000,709951.8746274705,2194.4283229384946,1006310.0324490397
2025-04-23T22:50:00.000+0000,709487.9656687742,2194.4283229384946,1006920.3336502712
2025-04-23T23:00:00.000+0000,707294.5835843298,2194.4283229384946,1007110.1755197672
2025-04-23T23:10:00.000+0000,705463.2332875712,3617.6437190344946,1007015.5613536292
2025-04-23T23:20:00.000+0000,705719.4691657451,3617.6437190344946,1006691.9567870798
2025-04-23T23:30:00.000+0000,709635.1812699997,3617.6437190344946,1005884.5585469989
2025-04-23T23:40:00.000+0000,711940.3510157121,3617.6437190344946,1003724.0554173916
2025-04-23T23:50:00.000+0000,712491.6585565623,3617.6437190344946,1003290.4002995559
2025-04-24T00:00:00.000+0000,711080.0689723681,3617.6437190344946,1003981.0494131609
2025-04-24T00:10:00.000+0000,715614.1256579005,3617.6437190344946,1002889.3030589919
2025-04-24T00:20:00.000+0000,719923.821537783,3617.6437190344946,1000241.4276456042
2025-04-24T00:30:00.000+0000,719469.0885384445,3617.6437190344946,999633.4067760883
2025-04-24T00:40:00.000+0000,720262.6703676824,3617.6437190344946,1001264.349151252
2025-04-24T00:50:00.000+0000,724879.6107951336,3617.6437190344946,1000900.88900547
2025-04-24T01:00:00.000+0000,719464.0989492794,1288.5197190344948,1000904.5214256976
2025-04-24T01:10:00.000+0000,719353.8990307993,1288.5197190344948,997104.6293648626
2025-04-24T01:20:00.000+0000,717503.0403627193,5.6237190344945525,996930.7975263853
2025-04-24T01:30:00.000+0000,715010.3900715292,5.6237190344945525,999613.6574023837
2025-04-24T01:40:00.000+0000,714069.9286220628,5.6237190344945525,999624.314520973
2025-04-24T01:50:00.000+0000,711716.2060137382,5.6237190344945525,1000908.6379288129
2025-04-24T02:00:00.000+0000,712140.4119812555,5.6237190344945525,1001093.10648273
2025-04-24T02:10:00.000+0000,710603.1066441875,5.6237190344945525,1002333.1017976139
2025-04-24T02:20:00.000+0000,707516.2061767613,5.6237190344945525,1002583.4933464192
