date,total_balance_normal,unlocked_balance_normal,benchmark
2025-04-11T21:50:00.000+0000,1000000.0,1000000.0,998683.1838697384
2025-04-11T22:00:00.000+0000,999200.0174319997,21.789999999986904,997412.2767115069
2025-04-11T22:10:00.000+0000,1011237.3180814398,203924.73674024016,996003.7769891606
2025-04-11T22:20:00.000+0000,1035157.6908619199,203924.73674024016,996764.5933764454
2025-04-11T22:30:00.000+0000,1037010.6774857601,203924.73674024016,996025.9742284049
2025-04-11T22:40:00.000+0000,1026229.6644016001,203924.73674024016,995682.8439295554
2025-04-11T22:50:00.000+0000,1031788.6242731198,203924.73674024016,995952.695881845
2025-04-11T23:00:00.000+0000,1053266.4237767202,203924.73674024016,994232.6806752947
2025-04-11T23:10:00.000+0000,1058235.7969952002,203924.73674024016,991622.7597692425
2025-04-11T23:20:00.000+0000,1058572.70365408,203924.73674024016,990883.4049207743
2025-04-11T23:30:00.000+0000,1049055.09054072,203924.73674024016,992539.8664494823
2025-04-11T23:40:00.000+0000,1049476.2238643202,203924.73674024016,995437.9815957901
2025-04-11T23:50:00.000+0000,1050739.6238351201,203924.73674024016,996633.0840272845
2025-04-12T00:00:00.000+0000,1050823.85049984,203924.73674024016,995417.7299456969
2025-04-12T00:10:00.000+0000,1049644.67719376,203924.73674024016,994028.9928050246
2025-04-12T00:20:00.000+0000,1052087.2504706401,203924.73674024016,994575.9282292356
2025-04-12T00:30:00.000+0000,1041558.9173806402,203924.73674024016,996304.6366334547
2025-04-12T00:40:00.000+0000,1039705.9307568,203924.73674024016,997294.9154889653
2025-04-12T00:50:00.000+0000,1047117.8772521602,203924.73674024016,995152.5866887099
2025-04-12T01:00:00.000+0000,1053771.78376504,203924.73674024016,994142.5058775861
2025-04-12T01:10:00.000+0000,1048802.41054656,203924.73674024016,993128.7395688966
2025-04-12T01:20:00.000+0000,1058067.34366576,203924.73674024016,992041.6722154528
2025-04-12T01:30:00.000+0000,1054445.5970828,203924.73674024016,993063.7893873365
2025-04-12T01:40:00.000+0000,1058320.02365992,203924.73674024016,993414.5057374652
2025-04-12T01:50:00.000+0000,1060425.69027792,203924.73674024016,991963.7554414622
2025-04-12T02:00:00.000+0000,1059751.87696016,203924.73674024016,992146.3895206022
2025-04-12T02:10:00.000+0000,1070195.98338544,203924.73674024016,989888.8283170776
2025-04-12T02:20:00.000+0000,1072301.65000344,203924.73674024016,991223.5162451523
2025-04-12T02:30:00.000+0000,1066911.1434613601,203924.73674024016,990893.0881713831
2025-04-12T02:40:00.000+0000,1069522.17006768,203924.73674024016,988657.7654297901
2025-04-12T02:50:00.000+0000,1079966.27649296,203924.73674024016,985778.2490653746
2025-04-12T03:00:00.000+0000,1080387.4098165596,203924.73674024016,986649.0413505272
2025-04-12T03:10:00.000+0000,1078029.0632044,203924.73674024016,987521.7035275935
2025-04-12T03:20:00.000+0000,1084430.28972312,203924.73674024016,987823.672134503
2025-04-12T03:30:00.000+0000,1088978.5296180004,203924.73674024016,987701.7823101683
2025-04-12T03:40:00.000+0000,1082408.84976984,203924.73674024016,989725.3079768284
2025-04-12T03:50:00.000+0000,1085441.00969976,203924.73674024016,989269.2834831644
2025-04-12T04:00:00.000+0000,1081650.8097873603,203924.73674024016,987377.8596902229
2025-04-12T04:10:00.000+0000,1080808.54314016,203924.73674024016,987651.9310436784
2025-04-12T04:20:00.000+0000,1076934.11656304,203924.73674024016,989406.6966991273
2025-04-12T04:30:00.000+0000,1070701.34337376,203924.73674024016,992605.6805306193
2025-04-12T04:40:00.000+0000,1074154.6366272802,203924.73674024016,995182.6409324673
2025-04-12T04:50:00.000+0000,1067079.5967908,203924.73674024016,996909.5162339383
2025-04-12T05:00:00.000+0000,1069101.03674408,203924.73674024016,998402.5983258294
2025-04-12T05:10:00.000+0000,1064721.2501786402,203924.73674024016,998667.5217042086
2025-04-12T05:20:00.000+0000,1062699.81022536,203924.73674024016,999969.2772656179
2025-04-12T05:30:00.000+0000,1064131.6635256002,203924.73674024016,1000425.2476362434
2025-04-12T05:40:00.000+0000,1063542.0768725604,203924.73674024016,999282.1987713119
2025-04-12T05:50:00.000+0000,1066826.91679664,203924.73674024016,999362.7559470381
2025-04-12T06:00:00.000+0000,1050065.8105173602,203924.73674024016,1000597.4836459919
2025-04-12T06:10:00.000+0000,1049897.3571879198,203924.73674024016,1002597.8714289144
2025-04-12T06:20:00.000+0000,1046696.7439285602,203924.73674024016,1003143.0395741032
2025-04-12T06:30:00.000+0000,1044675.3039752801,203924.73674024016,1003417.4266380758
2025-04-12T06:40:00.000+0000,1048044.3705640798,203924.73674024016,1003672.9876236892
2025-04-12T06:50:00.000+0000,1052424.15712952,203924.73674024016,1002995.3862462407
2025-04-12T07:00:00.000+0000,1044169.9439869601,203924.73674024016,1002425.2395012858
2025-04-12T07:10:00.000+0000,1046612.51726384,203924.73674024016,1003547.7567670522
2025-04-12T07:20:00.000+0000,1041558.9173806402,203924.73674024016,1004118.9650665864
2025-04-12T07:30:00.000+0000,1035241.9175266402,203924.73674024016,1005555.1793641045
2025-04-12T07:40:00.000+0000,1039116.3441037597,203924.73674024016,1006771.592102229
2025-04-12T07:50:00.000+0000,1040800.8773981599,203924.73674024016,1008576.4818264723
2025-04-12T08:00:00.000+0000,1028166.8776901602,203924.73674024016,1008734.450303117
2025-04-12T08:10:00.000+0000,1025050.4910955199,203924.73674024016,1014273.4953025002
2025-04-12T08:20:00.000+0000,1032462.43759088,203924.73674024016,1011497.776967504
2025-04-12T08:30:00.000+0000,1040632.4240687201,203924.73674024016,1010599.9806328325
