date,total_balance_normal,unlocked_balance_normal,benchmark,total_balance_short_only,unlocked_balance_short_only,total_balance_long_only,unlocked_balance_long_only
2025-04-08T19:50:00.000+0000,1000000.0,1000000.0,997885.7492455717,1000000.0,1000000.0,1000000.0,1000000.0
2025-04-08T20:00:00.000+0000,999200.516464,739880.7184,996000.7609963602,1000000.0,1000000.0,998064.3709780002,370225.39180000045
2025-04-08T20:10:00.000+0000,999396.9695756801,739880.7184,997530.282806894,1000000.0,1000000.0,998540.0034673607,370225.39180000045
2025-04-08T20:20:00.000+0000,999454.1953583998,739880.7184,996825.0966539242,1000000.0,1000000.0,998460.0396896,370225.39180000045
2025-04-08T20:30:00.000+0000,999454.1953583998,999454.1953583998,999344.9877562097,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-08T20:40:00.000+0000,999454.1953583998,999454.1953583998,1004937.1578687406,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-08T20:50:00.000+0000,999454.1953583998,999454.1953583998,1006648.9050331846,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-08T21:00:00.000+0000,999454.1953583998,999454.1953583998,1004899.9057253478,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-08T21:10:00.000+0000,999454.1953583998,999454.1953583998,1003702.6212469348,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-08T21:20:00.000+0000,999454.1953583998,999454.1953583998,1003249.6362877632,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-08T21:30:00.000+0000,999454.1953583998,999454.1953583998,1001186.5424875102,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-08T21:40:00.000+0000,999454.1953583998,999454.1953583998,1006643.9694521513,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-08T21:50:00.000+0000,999454.1953583998,999454.1953583998,1006694.6069810819,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-08T22:00:00.000+0000,999454.1953583998,999454.1953583998,999954.1263283122,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-08T22:10:00.000+0000,999454.1953583998,999454.1953583998,1001462.8274006702,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-08T22:20:00.000+0000,999454.1953583998,999454.1953583998,997342.6097281629,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-08T22:30:00.000+0000,999454.1953583998,999454.1953583998,993892.8777534368,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-08T22:40:00.000+0000,999454.1953583998,999454.1953583998,995241.1923281327,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-08T22:50:00.000+0000,999454.1953583998,999454.1953583998,998494.0532496204,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-08T23:00:00.000+0000,999454.1953583998,999454.1953583998,999403.1563046502,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-08T23:10:00.000+0000,999454.1953583998,999454.1953583998,997322.3115252445,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-08T23:20:00.000+0000,999454.1953583998,999454.1953583998,999273.6625933317,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-08T23:30:00.000+0000,999454.1953583998,999454.1953583998,1001272.3925384225,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-08T23:40:00.000+0000,999454.1953583998,999454.1953583998,1001009.4004085513,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-08T23:50:00.000+0000,999454.1953583998,999454.1953583998,1001385.5868377902,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-09T00:00:00.000+0000,999454.1953583998,999454.1953583998,996270.8821688434,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-09T00:10:00.000+0000,999454.1953583998,999454.1953583998,1001746.7052555886,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-09T00:20:00.000+0000,999454.1953583998,999454.1953583998,1004171.5363182311,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-09T00:30:00.000+0000,999454.1953583998,999454.1953583998,1001035.9621386349,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-09T00:40:00.000+0000,999454.1953583998,999454.1953583998,998600.4569685055,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-09T00:50:00.000+0000,999454.1953583998,999454.1953583998,996719.2159122704,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-09T01:00:00.000+0000,999454.1953583998,999454.1953583998,988291.2760128151,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-09T01:10:00.000+0000,999454.1953583998,999454.1953583998,973347.6512349839,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-09T01:20:00.000+0000,999454.1953583998,999454.1953583998,962651.6815203798,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-09T01:30:00.000+0000,999454.1953583998,999454.1953583998,966727.50015344,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-09T01:40:00.000+0000,999454.1953583998,999454.1953583998,978031.511286801,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-09T01:50:00.000+0000,999454.1953583998,999454.1953583998,985170.1004922546,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-09T02:00:00.000+0000,999454.1953583998,999454.1953583998,991025.448143164,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-09T02:10:00.000+0000,999454.1953583998,999454.1953583998,992567.0465745633,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-09T02:20:00.000+0000,999454.1953583998,999454.1953583998,986425.7621910982,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-09T02:30:00.000+0000,999454.1953583998,999454.1953583998,987078.9333055532,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-09T02:40:00.000+0000,999454.1953583998,999454.1953583998,981780.51140998,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-09T02:50:00.000+0000,999454.1953583998,999454.1953583998,980027.2335898539,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-09T03:00:00.000+0000,999454.1953583998,999454.1953583998,977762.6863983632,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-09T03:10:00.000+0000,999454.1953583998,999454.1953583998,979811.4872908244,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-09T03:20:00.000+0000,999454.1953583998,999454.1953583998,977372.597374515,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-09T03:30:00.000+0000,999454.1953583998,999454.1953583998,977562.5590198182,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-09T03:40:00.000+0000,999454.1953583998,999454.1953583998,973372.0143082755,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-09T03:50:00.000+0000,999454.1953583998,999454.1953583998,976324.5532756515,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-09T04:00:00.000+0000,999454.1953583998,999454.1953583998,975937.3873414178,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-09T04:10:00.000+0000,999454.1953583998,999454.1953583998,980995.5448232491,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-09T04:20:00.000+0000,999454.1953583998,999454.1953583998,981715.288185436,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-09T04:30:00.000+0000,999454.1953583998,999454.1953583998,985059.7911989104,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-09T04:40:00.000+0000,999454.1953583998,999454.1953583998,993961.0892924301,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-09T04:50:00.000+0000,999454.1953583998,999454.1953583998,992961.2642642427,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-09T05:00:00.000+0000,999454.1953583998,999454.1953583998,992857.6266604809,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-09T05:10:00.000+0000,999454.1953583998,999454.1953583998,996531.4812150503,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-09T05:20:00.000+0000,999454.1953583998,999454.1953583998,998257.3160923319,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-09T05:30:00.000+0000,999454.1953583998,999454.1953583998,997771.0765295802,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-09T05:40:00.000+0000,999454.1953583998,999454.1953583998,996890.1309702899,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-09T05:50:00.000+0000,999454.1953583998,999454.1953583998,998174.3243015428,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-09T06:00:00.000+0000,999454.1953583998,999454.1953583998,1000367.0260301181,1000000.0,1000000.0,998460.0396896001,998460.0396896001
2025-04-09T06:10:00.000+0000,999454.1953583998,999454.1953583998,1005593.5059339728,1000000.0,1000000.0,998460.0396896001,998460.0396896001
