date,total_balance_normal,unlocked_balance_normal,benchmark,total_balance_short_only,unlocked_balance_short_only,total_balance_long_only,unlocked_balance_long_only
2025-04-15T20:30:00.000+0000,1000000.0,1000000.0,999999.9999999998,1000000.0,1000000.0,1000000.0,1000000.0
2025-04-15T20:40:00.000+0000,999200.6122956799,765.36960000002,995584.1132146216,1000000.0,1000000.0,999309.1208445601,136401.0557
2025-04-15T20:50:00.000+0000,993193.53700352,765.36960000002,991409.5225075702,1000000.0,1000000.0,994117.44341184,136401.0557
2025-04-15T21:00:00.000+0000,994973.41116416,765.36960000002,993617.1550423875,1000000.0,1000000.0,995655.71820672,136401.0557
2025-04-15T21:10:00.000+0000,994973.41116416,765.36960000002,992814.6909849463,1000000.0,1000000.0,995655.71820672,136401.0557
2025-04-15T21:20:00.000+0000,997198.2538649602,765.36960000002,994362.9497497503,1000000.0,1000000.0,997578.5617003201,136401.0557
2025-04-15T21:30:00.000+0000,999942.2265292798,765.36960000002,997376.1199902557,1000000.0,1000000.0,999950.06867576,136401.0557
2025-04-15T21:40:00.000+0000,1004021.1048140799,765.36960000002,998142.865650353,1000000.0,1000000.0,1003475.2817473601,136401.0557
2025-04-15T21:50:00.000+0000,1003205.3291571198,765.36960000002,996536.8173099945,1000000.0,1000000.0,1002770.2391330401,136401.0557
2025-04-15T22:00:00.000+0000,998458.9980620798,765.36960000002,993685.4993298681,1000000.0,1000000.0,998668.17301336,136401.0557
2025-04-15T22:10:00.000+0000,995863.34824448,765.36960000002,992285.8349478121,1000000.0,1000000.0,996424.85560416,136401.0557
2025-04-15T22:20:00.000+0000,994157.6355071999,765.36960000002,989844.5746835454,1000000.0,1000000.0,994950.6755923999,136401.0557
2025-04-15T22:30:00.000+0000,996234.15536128,765.36960000002,991801.1223574139,1000000.0,1000000.0,996745.32951976,136401.0557
2025-04-15T22:40:00.000+0000,992822.72988672,765.36960000002,988678.762663245,1000000.0,1000000.0,993796.9694962398,136401.0557
2025-04-15T22:50:00.000+0000,991710.30853632,765.36960000002,986996.8422068792,1000000.0,1000000.0,992835.5477494401,136401.0557
2025-04-15T23:00:00.000+0000,991191.1785728001,765.36960000002,988505.319905736,1000000.0,1000000.0,992386.8842676001,136401.0557
2025-04-15T23:10:00.000+0000,993193.53700352,765.36960000002,989255.4380625157,1000000.0,1000000.0,994117.44341184,136401.0557
2025-04-15T23:20:00.000+0000,994602.6040473599,765.36960000002,990743.3688729741,1000000.0,1000000.0,995335.24429112,136401.0557
2025-04-15T23:30:00.000+0000,995492.5411276799,765.36960000002,990607.4275592004,1000000.0,1000000.0,996104.3816885599,136401.0557
2025-04-15T23:40:00.000+0000,992822.72988672,765.36960000002,988011.5612026976,1000000.0,1000000.0,993796.9694962398,136401.0557
2025-04-15T23:50:00.000+0000,992303.5999231999,765.36960000002,987127.618254636,1000000.0,1000000.0,993348.3060144,136401.0557
2025-04-16T00:00:00.000+0000,992377.7613465601,765.36960000002,986199.0257687047,1000000.0,1000000.0,993412.4007975202,136401.0557
2025-04-16T00:10:00.000+0000,989633.78868224,765.36960000002,983144.428630304,1000000.0,1000000.0,991040.8938220801,136401.0557
2025-04-16T00:20:00.000+0000,991191.1785728001,765.36960000002,983820.0903171761,1000000.0,1000000.0,992386.8842676001,136401.0557
2025-04-16T00:30:00.000+0000,997791.5452518399,765.36960000002,988016.4944081951,1000000.0,1000000.0,998091.3199652801,136401.0557
2025-04-16T00:40:00.000+0000,995047.5725875199,765.36960000002,986312.3354561718,1000000.0,1000000.0,995719.8129898399,136401.0557
2025-04-16T00:50:00.000+0000,994676.7654707201,765.36960000002,981789.6556897517,1000000.0,1000000.0,995399.3390742401,136401.0557
2025-04-16T01:00:00.000+0000,997049.9310182402,765.36960000002,982589.6848317939,1000000.0,1000000.0,997450.3721340799,136401.0557
2025-04-16T01:10:00.000+0000,1001425.4549964799,765.36960000002,985480.3053033305,1000000.0,1000000.0,1001231.9643381601,136401.0557
2025-04-16T01:20:00.000+0000,1006097.6246681602,765.36960000002,987551.7764883728,1000000.0,1000000.0,1005269.9356747202,136401.0557
2025-04-16T01:30:00.000+0000,1004243.5890841599,765.36960000002,985192.4009021794,1000000.0,1000000.0,1003667.5660967199,136401.0557
2025-04-16T01:40:00.000+0000,1004243.5890841599,765.36960000002,985637.2466959618,1000000.0,1000000.0,1003667.5660967199,136401.0557
2025-04-16T01:50:00.000+0000,1007135.8845952,765.36960000002,988606.3725586324,1000000.0,1000000.0,1006167.2626384,136401.0557
2025-04-16T02:00:00.000+0000,1008470.79021568,765.36960000002,990238.377803028,1000000.0,1000000.0,1007320.9687345601,136401.0557
2025-04-16T02:10:00.000+0000,1008693.2744857601,765.36960000002,989855.5311111375,1000000.0,1000000.0,1007513.25308392,136401.0557
2025-04-16T02:20:00.000+0000,1009954.01868288,765.36960000002,990225.5156317399,1000000.0,1000000.0,1008602.8643969602,136401.0557
2025-04-16T02:30:00.000+0000,1004762.7190476799,765.36960000002,989631.1183348102,1000000.0,1000000.0,1004116.2295785601,136401.0557
2025-04-16T02:40:00.000+0000,1004466.0733542399,765.36960000002,988349.5221059312,1000000.0,1000000.0,1003859.8504460801,136401.0557
2025-04-16T02:50:00.000+0000,1002463.7149235199,765.36960000002,989729.6399917086,1000000.0,1000000.0,1002129.2913018399,136401.0557
2025-04-16T03:00:00.000+0000,1005504.3332812799,765.36960000002,991764.8325277689,1000000.0,1000000.0,1004757.17740976,136401.0557
